,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
1393,13/03/17,3011,0.00,51.10,44.40,-1.20,138.00,
1394,14/03/17,2339,0.00,43.40,36.70,-1.00,184.00,
1395,15/03/17,3015,0.00,50.80,45.30,-1.40,226.00,
1396,16/03/17,3309,0.00,57.80,50.10,0.50,188.00,
1397,17/03/17,3309,7.00,59.10,51.50,0.30,183.00,
1398,18/03/17,3413,0.00,60.90,50.40,1.00,267.00,
1399,19/03/17,3173,0.00,57.80,47.60,-0.40,226.00,
1400,20/03/17,3084,0.00,56.30,45.20,0.50,194.00,
1401,21/03/17,3236,0.00,61.20,50.40,-0.50,218.00,
1402,22/03/17,3283,0.00,62.20,51.20,0.00,247.00,
1403,23/03/17,3409,0.00,65.80,53.90,0.40,192.00,
1404,24/03/17,3607,0.00,68.70,56.00,1.00,277.00,
1405,25/03/17,3601,0.00,72.90,60.80,0.50,213.00,
1406,26/03/17,3331,0.00,66.90,60.80,-5.50,62.00,
1407,27/03/17,3158,0.00,64.90,53.90,-0.50,172.00,
1408,28/03/17,3666,0.00,72.90,62.00,-0.30,203.00,
1409,29/03/17,3736,4.00,77.30,63.50,0.60,137.00,
1410,30/03/17,3930,0.00,80.60,63.00,-0.60,179.00,
1411,31/03/17,4033,0.00,83.20,63.90,0.40,166.00,
1412,1/4/17,4051,2.00,85.30,65.20,-0.20,205.00,
1413,2/4/17,3892,0.00,83.10,64.40,-0.40,155.00,
1414,3/4/17,3716,0.00,79.50,63.30,-0.50,130.00,
1415,4/4/17,4187,0.00,87.20,70.10,0.10,191.00,
1416,5/4/17,3941,0.00,84.70,72.10,-1.30,108.00,
1417,6/4/17,3923,0.00,82.30,69.70,-2.20,97.00,
1418,7/4/17,4132,0.00,82.90,70.80,-2.00,128.00,
1419,8/4/17,3964,4.00,82.90,70.20,-1.50,158.00,
1420,9/4/17,3519,0.00,76.00,63.70,-2.40,70.00,
1421,10/4/17,3266,0.00,69.50,57.70,-2.60,133.00,
1422,11/4/17,3618,0.00,75.00,63.30,-2.60,87.00,
1423,12/4/17,3870,0.00,78.50,65.30,-1.10,147.00,
1424,13/04/17,4100,0.00,83.70,70.10,-0.60,188.00,
1425,14/04/17,4231,6.00,86.70,74.20,-1.60,113.00,
1426,15/04/17,4153,0.00,88.00,74.20,-0.40,310.00,
1427,16/04/17,4246,0.00,89.70,73.00,-2.70,294.00,
1428,17/04/17,4391,0.00,87.80,76.20,-2.60,299.00,
1429,18/04/17,4845,0.00,99.10,81.70,0.50,139.00,
1430,19/04/17,4980,0.00,102.80,86.60,-1.60,105.00,
1431,20/04/17,5098,0.00,104.50,86.00,0.10,177.00,
1432,21/04/17,5447,0.00,109.50,89.70,1.20,240.00,
1433,22/04/17,5637,0.00,114.60,93.00,0.00,220.00,
1434,23/04/17,5453,0.00,109.70,88.50,-0.80,218.00,
1435,24/04/17,5019,0.00,93.80,74.60,-2.00,162.00,
1436,25/04/17,5031,0.00,94.40,83.00,-1.70,185.00,
1437,26/04/17,4961,0.00,100.80,80.30,-1.00,173.00,
1438,27/04/17,4854,0.00,98.70,78.80,-1.60,228.00,
1439,28/04/17,4851,0.00,99.00,80.70,-0.90,269.00,
1440,29/04/17,4858,0.00,99.40,82.10,-1.60,146.00,
1441,30/04/17,4553,0.00,95.50,77.60,-0.60,206.00,
1442,1/5/17,4431,0.00,89.50,72.90,-1.50,210.00,
1443,2/5/17,4675,0.00,94.20,77.00,-0.40,26.00,
1444,3/5/17,4873,26.00,99.10,81.10,-0.50,121.00,
1445,4/5/17,4839,0.00,100.10,81.70,-0.80,181.00,
1446,5/5/17,4916,0.00,100.50,77.60,-0.90,210.00,
1447,6/5/17,5131,0.00,104.60,80.40,-0.50,220.00,
1448,7/5/17,5157,0.00,104.00,85.40,0.50,157.00,
1449,8/5/17,5369,0.00,103.10,84.50,0.10,171.00,
1450,9/5/17,5683,0.00,115.20,95.20,1.00,291.00,0.20
1451,10/5/17,5692,0.00,116.00,97.80,-1.20,291.00,0.10
1452,11/5/17,5620,7.00,112.70,92.50,0.60,291.00,0.10
1453,12/5/17,5668,0.00,113.70,94.40,-0.30,202.00,0.00
1454,13/05/17,5722,0.00,116.40,96.90,-0.10,265.00,0.10
1455,14/05/17,5607,0.00,113.80,95.10,0.70,278.00,0.10
1456,15/05/17,5657,11.00,109.90,92.70,-0.60,280.00,0.10
1457,16/05/17,5912,0.00,120.20,99.50,1.00,243.00,0.00
1458,17/05/17,5957,0.00,122.80,102.90,-0.50,287.00,0.00
1459,18/05/17,5756,0.00,115.10,96.50,-1.40,280.00,0.00
1460,19/05/17,5769,0.00,117.10,96.40,-0.20,191.00,0.00
1461,20/05/17,5733,0.00,114.90,95.20,-0.30,310.00,0.00
1462,21/05/17,5383,0.00,107.40,89.40,-1.30,269.00,0.00
1463,22/05/17,5076,0.00,98.00,81.90,-2.20,210.00,1.50
1464,23/05/17,4498,0.00,93.10,82.80,-2.30,148.00,0.00
1465,24/05/17,5026,0.00,97.90,86.40,-0.30,231.00,0.00
1466,25/05/17,5554,0.00,110.30,95.00,-0.30,173.00,0.10
1467,26/05/17,5762,0.00,116.00,95.80,0.40,490.00,0.10
1468,27/05/17,5902,0.00,122.20,100.80,1.20,638.00,0.00
1469,28/05/17,5689,0.00,116.80,98.20,-0.90,352.00,0.10
1470,29/05/17,5514,0.00,104.40,89.60,-1.50,265.00,0.10
1471,30/05/17,5254,0.00,103.90,87.30,-1.80,165.00,0.00
1472,31/05/17,5256,0.00,106.40,88.50,-0.30,156.00,0.00
1473,1/6/17,5204,0.00,101.90,87.10,-0.40,224.00,0.00
1474,2/6/17,5231,0.00,103.90,90.00,-1.00,172.00,0.10
1475,3/6/17,5438,0.00,109.70,94.70,-0.90,184.00,0.00
1476,4/6/17,5522,0.00,113.00,100.30,0.20,251.00,0.10
1477,5/6/17,5688,0.00,114.30,99.00,1.10,305.00,0.20
1478,6/6/17,6319,0.00,128.40,109.40,0.60,375.00,0.10
1479,7/6/17,6441,0.00,133.90,109.50,0.90,368.00,0.00
1480,8/6/17,5974,0.00,117.20,96.40,-0.20,285.00,0.00
1481,9/6/17,5607,0.00,112.50,93.80,-0.80,148.00,0.00
1482,10/6/17,5456,0.00,113.20,95.30,-1.70,125.00,0.00
1483,11/6/17,5395,0.00,109.60,91.00,-0.40,215.00,0.00
1484,12/6/17,5214,0.00,99.80,82.60,-2.20,113.00,0.00
1485,13/06/17,5540,0.00,113.10,93.70,-0.20,192.00,0.00
1486,14/06/17,5819,0.00,118.60,99.30,0.30,191.00,0.10
1487,15/06/17,5927,0.00,119.30,96.70,-1.10,264.00,0.00
1488,16/06/17,5917,0.00,118.10,94.60,-0.60,224.00,0.10
1489,17/06/17,5879,0.00,106.50,88.40,-1.80,204.00,0.00
1490,18/06/17,5005,0.00,99.30,81.10,-1.10,232.00,0.20
1491,19/06/17,5426,0.00,99.30,79.90,-0.90,195.00,0.00
1492,20/06/17,5376,0.00,109.70,89.80,0.80,340.00,0.00
1493,21/06/17,4644,0.00,95.90,79.40,-0.60,247.00,0.10
1494,22/06/17,4613,0.00,96.50,79.80,-0.40,276.00,0.00
1495,23/06/17,4829,0.00,100.10,80.80,-0.40,206.00,0.00
1496,24/06/17,5162,0.00,105.10,87.40,-0.80,214.00,0.00
1497,25/06/17,5480,0.00,108.90,93.10,0.70,207.00,0.00
1498,26/06/17,5574,0.00,109.90,95.40,0.20,230.00,0.10
1499,27/06/17,5929,0.00,118.20,100.90,-0.70,210.00,0.00
1500,28/06/17,6180,0.00,126.50,105.80,1.00,233.00,0.00
1501,29/06/17,5900,0.00,113.00,94.10,-1.20,184.00,0.20
1502,30/06/17,4724,28.00,99.20,82.70,-1.70,166.00,0.00
1503,1/7/17,4638,0.00,98.20,81.20,1.10,193.00,0.00
1504,2/7/17,4831,0.00,97.40,80.80,1.00,219.00,0.00
1505,3/7/17,4494,0.00,90.40,76.30,-0.70,192.00,0.00
1506,4/7/17,5419,0.00,104.20,87.60,0.30,214.00,0.20
1507,5/7/17,5772,0.00,113.70,94.30,-0.20,229.00,0.10
1508,6/7/17,5580,0.00,120.60,94.30,-0.50,207.00,0.00
1509,7/7/17,5493,0.00,112.50,88.70,-0.80,212.00,0.20
1510,8/7/17,5493,0.00,111.70,86.10,1.90,555.00,0.10
1511,9/7/17,5676,0.00,107.80,88.10,0.20,286.00,0.00
1512,10/7/17,5796,0.00,111.50,87.00,-0.10,204.00,0.00
1513,11/7/17,6110,6.00,122.00,97.40,0.20,264.00,0.20
1514,12/7/17,5865,0.00,117.10,93.30,-1.00,161.00,0.10
1515,13/07/17,5220,30.00,107.10,83.70,-0.50,169.00,0.00
1516,14/07/17,5420,30.00,109.20,84.20,0.10,193.00,0.20
1517,15/07/17,5677,0.00,114.30,88.20,0.90,262.00,0.00
1518,16/07/17,5571,0.00,111.60,87.10,0.80,208.00,0.00
1519,17/07/17,5622,0.00,101.00,84.20,0.30,237.00,0.20
1520,18/07/17,5468,0.00,112.10,88.30,0.00,301.00,0.00
1521,19/07/17,5822,0.00,114.50,89.60,0.50,213.00,0.70
1522,20/07/17,6020,2.00,121.90,95.80,1.10,236.00,0.10
1523,21/07/17,5733,0.00,114.60,90.90,-0.90,176.00,0.00
1524,22/07/17,5696,0.00,116.40,92.30,-0.70,151.00,0.10
1525,23/07/17,5488,0.00,109.20,84.60,-0.70,189.00,0.00
1526,24/07/17,4933,16.00,99.50,78.20,-1.00,192.00,0.10
1527,25/07/17,5012,0.00,104.90,85.60,-1.70,162.00,0.10
1528,26/07/17,4993,0.00,104.40,81.80,-0.20,176.00,0.00
1529,27/07/17,5429,0.00,107.30,84.60,-0.20,173.00,0.10
1530,28/07/17,5484,3.00,111.90,89.40,-0.60,188.00,0.10
1531,29/07/17,5443,0.00,113.50,89.60,-0.50,173.00,0.00
1532,30/07/17,5152,0.00,108.30,89.60,-6.40,51.00,0.10
1533,31/07/17,5281,0.00,102.50,78.60,-0.50,196.00,0.00
1534,1/8/17,5144,0.00,106.50,83.60,-1.40,209.00,0.00
1535,2/8/17,4900,0.00,103.40,80.00,-0.80,165.00,0.00
1536,3/8/17,4999,0.00,103.60,79.40,-0.30,0.00,0.00
1537,4/8/17,5311,0.00,107.40,84.00,-1.30,167.00,0.00
1538,5/8/17,5389,0.00,109.00,87.10,-1.80,129.00,0.20
1539,6/8/17,5338,0.00,107.40,83.40,-0.70,240.00,0.00
1540,7/8/17,5406,0.00,106.60,81.80,0.30,240.00,0.00
1541,8/8/17,5289,0.00,103.50,83.90,-0.20,363.00,0.10
1542,9/8/17,5453,0.00,109.80,88.70,0.30,198.00,0.00
1543,10/8/17,5298,0.00,110.70,88.40,0.10,302.00,0.00
1544,11/8/17,5548,0.00,112.70,90.90,-0.30,214.00,0.00
1545,12/8/17,5556,52.00,114.20,91.40,-1.40,128.00,0.40
1546,13/08/17,5235,0.00,108.20,84.60,-2.00,121.00,0.00
1547,14/08/17,5239,0.00,103.40,80.40,-2.40,163.00,0.00
1548,15/08/17,5387,0.00,110.60,84.40,0.50,198.00,0.10
1549,16/08/17,5291,0.00,97.50,73.30,-0.60,260.00,0.10
1550,17/08/17,5810,16.00,115.70,91.30,0.00,323.00,0.20
1551,18/08/17,5993,16.00,121.50,95.90,-1.20,207.00,0.00
1552,19/08/17,6087,0.00,124.50,98.40,-0.70,213.00,0.10
1553,20/08/17,5923,0.00,112.90,88.20,-0.70,163.00,0.10
1554,21/08/17,5549,0.00,104.90,79.60,-0.40,189.00,0.00
1555,22/08/17,5802,0.00,116.60,89.80,1.10,361.00,0.80
1556,23/08/17,5578,0.00,117.50,93.10,-1.80,159.00,0.00
1557,24/08/17,5391,0.00,112.30,87.50,-0.80,167.00,0.00
1558,25/08/17,5441,0.00,111.40,86.60,-1.00,169.00,0.10
1559,26/08/17,5401,0.00,106.20,88.40,-0.70,154.00,0.10
1560,27/08/17,4940,0.00,103.40,80.90,-2.00,39.00,0.00
1561,28/08/17,5105,0.00,98.50,75.60,-1.80,101.00,0.00
1562,29/08/17,5009,0.00,106.00,83.30,-1.90,104.00,0.00
1563,30/08/17,5258,0.00,112.20,83.50,-1.40,77.00,0.00
1564,31/08/17,5217,0.00,110.50,86.40,-1.40,117.00,0.00
1565,1/9/17,4923,0.00,104.10,80.40,-1.40,197.00,0.00
1566,2/9/17,4719,0.00,98.70,75.30,-1.20,196.00,0.00
1567,3/9/17,4264,0.00,90.20,67.80,-2.20,32.00,0.00
1568,4/9/17,4617,0.00,89.50,66.20,-1.30,40.00,0.00
1569,5/9/17,5091,0.00,104.20,79.80,-1.40,137.00,0.00
1570,6/9/17,5079,0.00,105.10,83.30,-0.70,181.00,0.10
1571,7/9/17,5206,0.00,108.00,82.20,-0.50,195.00,0.10
1572,8/9/17,4961,0.00,103.10,81.90,-1.40,174.00,0.00
1573,9/9/17,5040,0.00,106.80,83.40,-0.40,143.00,0.10
1574,10/9/17,5080,0.00,105.30,80.60,0.20,189.00,0.00
1575,11/9/17,5363,0.00,104.50,80.10,-0.70,158.00,0.30
1576,12/9/17,5378,0.00,113.30,89.80,-0.70,195.00,0.00
1577,13/09/17,5474,0.00,112.00,87.60,0.60,179.00,0.00
1578,14/09/17,5583,0.00,115.50,90.30,0.40,185.00,0.10
1579,15/09/17,5637,0.00,117.30,87.70,0.20,198.00,0.00
1580,16/09/17,5453,0.00,115.80,86.30,-0.90,181.00,0.00
1581,17/09/17,5366,0.00,106.70,79.50,-1.80,246.00,0.00
1582,18/09/17,4897,0.00,98.10,73.40,-3.10,37.00,0.10
1583,19/09/17,5553,0.00,107.30,81.00,-0.90,487.00,0.00
1584,20/09/17,5124,0.00,108.40,81.20,-1.20,251.00,0.00
1585,21/09/17,5206,2.00,108.60,83.00,-1.50,151.00,0.00
1586,22/09/17,5258,0.00,109.40,83.40,-1.40,110.00,0.10
1587,23/09/17,5015,0.00,98.20,75.10,-2.90,40.00,0.00
1588,24/09/17,3899,0.00,83.40,66.60,-2.80,487.00,0.10
1589,25/09/17,3872,0.00,77.30,64.00,-2.90,42.00,0.00
1590,26/09/17,4447,0.00,89.90,77.10,-0.40,84.00,0.00
1591,27/09/17,4580,0.00,97.10,85.70,-0.30,120.00,0.00
1592,28/09/17,4690,0.00,92.00,82.50,0.00,315.00,0.10
1593,29/09/17,4690,0.00,92.00,82.50,0.00,315.00,0.10
1594,30/09/17,4785,0.00,101.10,78.60,-0.90,165.00,0.00
1595,1/10/17,4491,0.00,86.70,65.30,-1.10,125.00,0.00
1596,2/10/17,4086,0.00,84.60,63.90,-1.20,178.00,0.20
1597,3/10/17,4087,0.00,79.70,59.40,-0.50,131.00,0.00
1598,4/10/17,4586,0.00,94.30,72.50,-0.10,167.00,0.00
1599,5/10/17,4645,0.00,98.10,72.60,-0.30,231.00,0.00
1600,6/10/17,4611,0.00,98.60,70.10,-0.20,144.00,0.10
1601,7/10/17,4586,0.00,97.70,69.20,-1.60,150.00,0.00
1602,8/10/17,4354,0.00,92.50,67.80,-1.30,71.00,0.00
1603,9/10/17,4358,0.00,89.50,64.10,-0.80,168.00,0.00
1604,10/10/17,4493,0.00,95.80,69.20,-1.80,72.00,0.00
1605,11/10/17,4521,0.00,96.40,69.80,-1.70,189.00,0.00
1606,12/10/17,4512,6.00,95.70,71.40,-1.30,94.00,0.00
1607,13/10/17,4510,0.00,96.20,71.10,-1.50,120.00,0.00
1608,14/10/17,4441,0.00,93.80,70.30,-1.90,58.00,0.00
1609,15/10/17,4088,0.00,87.40,67.10,-2.00,74.00,0.10
1610,16/10/17,3863,0.00,82.00,62.30,-1.50,51.00,0.00
1611,17/10/17,4276,0.00,88.00,67.20,-0.80,83.00,0.00
1612,18/10/17,4132,0.00,87.00,68.10,-2.00,82.00,0.00
1613,19/10/17,4001,0.00,82.80,67.00,-2.30,46.00,0.00
1614,20/10/17,3504,0.00,72.00,58.50,-2.50,145.00,0.00
1615,21/10/17,3468,0.00,73.20,60.90,-1.40,134.00,0.00
1616,22/10/17,3472,0.00,73.20,59.80,0.10,107.00,0.00
1617,23/10/17,3555,0.00,71.50,59.50,-1.50,68.00,0.00
1618,24/10/17,3823,0.00,78.70,66.90,-1.60,32.00,0.00
1619,25/10/17,3826,0.00,77.20,65.00,-1.20,99.00,0.00
1620,26/10/17,3763,0.00,74.60,62.30,-1.20,96.00,0.00
1621,27/10/17,3641,0.00,71.80,59.00,-0.50,95.00,0.00
1622,28/10/17,3721,0.00,72.60,60.70,-1.40,111.00,0.00
1623,29/10/17,4085,0.00,83.60,56.00,13.50,724.00,0.00
1624,30/10/17,3279,0.00,65.60,52.60,-1.20,52.00,0.00
1625,31/10/17,3600,0.00,69.90,57.40,-0.70,177.00,0.00
1626,1/11/17,3602,0.00,69.00,58.10,-0.60,138.00,0.00
1627,2/11/17,3626,0.00,68.50,58.90,-0.10,200.00,0.10
1628,3/11/17,3681,0.00,69.10,59.50,0.70,224.00,0.00
1629,4/11/17,3593,0.00,69.00,59.20,1.50,377.00,0.00
1630,5/11/17,3313,0.00,64.70,53.70,0.70,200.00,0.00
1631,6/11/17,3187,0.00,61.80,52.30,0.50,146.00,0.00
1632,7/11/17,3466,0.00,66.00,54.30,-1.20,136.00,0.00
1633,8/11/17,3484,0.00,66.40,54.60,-1.10,138.00,0.00
1634,9/11/17,3649,11.00,65.70,51.70,-1.20,218.00,0.00
1635,10/11/17,3476,0.00,64.10,48.10,-1.90,167.00,0.00
1636,11/11/17,3516,0.00,64.50,47.80,-1.20,111.00,0.00
1637,12/11/17,3245,0.00,60.20,44.60,-1.90,116.00,0.00
1638,13/11/17,3133,0.00,57.40,42.00,-1.00,206.00,0.00
1639,14/11/17,3312,0.00,62.10,46.20,0.30,258.00,0.00
1640,15/11/17,3331,0.00,62.80,47.60,-0.60,148.00,0.00
1641,16/11/17,3301,0.00,62.30,47.70,-1.10,179.00,0.00
1642,17/11/17,3326,0.00,63.10,48.50,-0.80,239.00,0.00
1643,18/11/17,3439,0.00,64.70,49.60,1.20,129.00,0.00
1644,19/11/17,3186,0.00,60.30,45.20,-0.30,111.00,0.00
1645,20/11/17,3196,0.00,57.20,43.60,-0.60,169.00,0.00
1646,21/11/17,3272,0.00,60.60,46.00,-0.60,147.00,0.00
1647,22/11/17,3304,0.00,56.00,43.10,-0.50,182.00,0.00
1648,23/11/17,3269,0.00,59.90,43.70,-1.80,173.00,0.00
1649,24/11/17,3373,0.00,61.10,43.80,-0.90,190.00,0.00
1650,25/11/17,3541,0.00,61.50,44.40,-0.60,225.00,0.00
1651,26/11/17,3305,0.00,58.60,44.90,-1.00,132.00,0.00
1652,27/11/17,3362,0.00,56.80,44.60,-1.00,172.00,0.00
1653,28/11/17,3412,0.00,60.30,46.20,-0.50,187.00,0.00
1654,29/11/17,3269,0.00,60.20,46.70,-1.50,148.00,0.00
1655,30/11/17,3432,0.00,61.60,46.70,0.40,219.00,0.00
1656,1/12/17,3394,0.00,62.30,47.30,0.20,222.00,0.00
1657,2/12/17,3508,0.00,62.10,49.20,-0.40,168.00,0.00
1658,3/12/17,3369,0.00,58.30,45.60,-0.80,187.00,0.00
1659,4/12/17,3315,0.00,58.00,44.30,0.20,111.00,0.10
1660,5/12/17,3353,0.00,60.30,47.20,-0.40,129.00,0.00
1661,6/12/17,3457,0.00,62.20,48.50,0.20,250.00,0.00
1662,7/12/17,3618,0.00,62.90,49.40,0.00,155.00,0.00
1663,8/12/17,3477,0.00,61.60,49.30,-1.10,143.00,0.00
1664,9/12/17,3565,0.00,62.30,49.90,-1.30,124.00,0.00
1665,10/12/17,3432,0.00,60.00,43.50,1.20,800.00,0.00
1666,11/12/17,3169,0.00,56.00,38.60,-0.30,236.00,0.00
1667,12/12/17,3509,0.00,60.80,45.80,-1.30,111.00,0.00
1668,13/12/17,3503,0.00,61.80,51.30,0.20,210.00,0.00
1669,14/12/17,3605,0.00,63.90,49.50,0.40,203.00,0.00
1670,15/12/17,3673,0.00,64.50,46.50,0.50,282.00,0.00
1671,16/12/17,3901,0.00,66.60,48.70,0.60,304.00,0.00
1672,17/12/17,3706,0.00,63.60,46.90,-0.80,180.00,0.00
1673,18/12/17,3838,0.00,61.50,43.70,-0.20,213.00,0.00
1674,19/12/17,3778,0.00,65.10,51.50,-0.10,329.00,0.00
1675,20/12/17,3637,0.00,65.40,52.50,-0.50,303.00,0.00
1676,21/12/17,3861,0.00,66.60,52.70,0.20,302.00,0.00
1677,22/12/17,3723,0.00,65.90,53.10,-0.50,186.00,0.00
1678,23/12/17,3940,0.00,66.80,54.00,-0.70,196.00,0.00
1679,24/12/17,3699,0.00,62.20,49.50,-0.80,142.00,0.00
1680,25/12/17,3651,0.00,59.80,46.80,-0.50,149.00,0.00
1681,26/12/17,3810,0.00,61.90,48.20,0.30,243.00,0.00
1682,27/12/17,3791,0.00,64.50,52.30,-1.20,380.00,0.00
1683,28/12/17,3844,0.00,65.60,52.70,-0.50,111.00,0.00
1684,29/12/17,3716,0.00,65.50,52.70,-0.50,235.00,0.00
1685,30/12/17,3971,0.00,65.80,53.00,-0.60,228.00,0.00
1686,31/12/17,3634,0.00,62.10,49.30,-0.60,190.00,0.00
1687,1/1/18,3664,0.00,60.10,49.40,-1.10,149.00,0.00
1688,2/1/18,3954,0.00,63.70,51.80,-1.00,218.00,0.00
1689,3/1/18,3959,0.00,65.70,52.30,-0.10,236.00,0.00
1690,4/1/18,4217,0.00,68.00,54.90,-0.30,181.00,0.00
1691,5/1/18,4022,0.00,67.50,55.80,-1.40,374.00,0.00
1692,7/1/18,4107,3.00,66.70,53.40,-1.50,213.00,0.40
1693,8/1/18,4017,0.00,64.60,50.30,-0.50,329.00,0.00
1694,9/1/18,4181,0.00,68.60,53.40,-1.40,198.00,0.00
1695,10/1/18,4124,0.00,68.90,51.40,-0.90,201.00,0.00
1696,11/1/18,4214,0.00,69.30,51.90,-0.70,206.00,0.00
1697,12/1/18,4117,0.00,68.50,51.00,-0.80,188.00,0.00
1698,13/01/18,4205,0.00,69.30,51.90,-0.70,273.00,0.00
1699,14/01/18,3926,0.00,63.50,49.30,-1.70,214.00,0.00
1700,15/01/18,3932,0.00,61.70,46.90,-0.90,354.00,0.00
1701,16/01/18,3970,0.00,65.50,49.10,-1.70,226.00,0.00
1702,17/01/18,3839,0.00,65.50,48.40,-1.70,103.00,0.00
1703,18/01/18,4003,0.00,68.10,49.70,-0.20,215.00,0.00
1704,19/01/18,3929,0.00,67.30,49.70,-0.80,240.00,0.00
1705,20/01/18,3959,0.00,66.80,50.80,-2.20,380.00,0.00
1706,21/01/18,3771,0.00,64.30,46.70,-0.70,211.00,0.00
1707,22/01/18,3854,0.00,62.00,44.40,-0.70,111.00,0.00
1708,23/01/18,3857,0.00,65.00,47.80,-1.00,187.00,0.00
1709,24/01/18,3736,0.00,65.30,47.70,-0.60,211.00,0.00
1710,25/01/18,4043,0.00,68.60,50.40,0.00,228.00,0.00
1711,26/01/18,3981,0.00,68.20,51.80,-0.40,251.00,0.10
1712,27/01/18,3542,0.00,57.70,43.90,0.40,359.00,0.00
1713,28/01/18,3887,0.00,65.10,49.80,-0.30,227.00,0.00
1714,29/01/18,3985,0.00,63.20,50.50,0.50,311.00,0.00
1715,30/01/18,4030,0.00,67.40,52.90,-0.10,259.00,0.00
1716,31/01/18,3814,0.00,66.50,50.30,-0.50,167.00,0.00
1717,1/2/18,3968,0.00,66.50,49.70,-1.30,238.00,0.00
1718,2/2/18,3968,0.00,66.50,49.70,-1.30,238.00,0.00
1719,3/2/18,3707,0.00,64.80,48.10,-1.80,168.00,0.00
1720,4/2/18,3592,0.00,61.00,43.20,-1.10,209.00,0.00
1721,5/2/18,3682,0.00,59.70,42.40,0.10,194.00,0.10
1722,6/2/18,3725,0.00,63.80,46.60,-1.00,228.00,0.00
1723,7/2/18,3743,0.00,63.80,47.50,-1.30,162.00,0.00
1724,8/2/18,3794,0.00,65.20,51.70,0.10,247.00,0.00
1725,9/2/18,3707,0.00,65.50,51.50,0.50,231.00,0.00
1726,10/2/18,3880,0.00,66.50,52.40,0.40,248.00,0.00
1727,11/2/18,3708,0.00,62.20,48.60,0.60,224.00,0.00
1728,12/2/18,3671,0.00,60.60,47.10,0.00,327.00,0.00
1729,13/02/18,3695,0.00,63.70,51.50,-1.40,161.00,0.00
1730,14/02/18,3780,0.00,63.70,50.50,-1.20,143.00,0.00
1731,15/02/18,3924,0.00,64.00,50.50,0.00,297.00,0.00
1732,16/02/18,3638,0.00,63.10,50.50,-0.90,154.00,0.00
1733,17/02/18,3809,0.00,64.80,52.30,-0.90,169.00,0.00
1734,18/02/18,3532,0.00,60.70,48.30,-1.00,153.00,0.00
1735,19/02/18,3554,0.00,58.40,46.10,-1.10,185.00,0.00
1736,20/02/18,3539,0.00,61.10,49.00,-1.30,175.00,0.00
1737,21/02/18,3533,0.00,61.70,49.30,-1.00,179.00,0.00
1738,22/02/18,3485,0.00,61.80,49.00,-0.20,217.00,0.10
1739,23/02/18,3430,0.00,62.40,49.20,-0.20,182.00,0.00
1740,24/02/18,3520,0.00,63.90,50.70,-0.20,188.00,0.00
1741,25/02/18,3337,0.00,60.70,47.80,-0.40,206.00,0.00
1742,26/02/18,3314,0.00,58.10,45.80,-0.60,174.00,0.00
1743,27/02/18,3369,0.00,61.20,48.70,-0.60,145.00,0.00
1744,28/02/18,3398,0.00,65.20,49.20,-0.40,152.00,0.00
1745,1/3/18,3498,1.00,63.40,49.90,-0.20,171.00,0.00
1746,2/3/18,3441,0.00,59.60,47.30,-1.10,171.00,0.00
1747,3/3/18,2347,0.00,46.10,40.00,-1.20,171.00,0.00
1748,4/3/18,2887,0.00,53.20,49.10,-0.50,148.00,0.00
1749,5/3/18,3043,0.00,55.60,50.90,-0.10,174.00,0.00
1750,6/3/18,3251,0.00,60.70,53.60,-1.20,124.00,0.00
1751,7/3/18,3256,0.00,61.90,52.00,-1.00,163.00,0.00
1752,8/3/18,3298,0.00,62.80,54.70,0.10,229.00,0.00
1753,9/3/18,3330,0.00,64.10,52.70,0.20,254.00,0.00
1754,10/3/18,3432,0.00,65.20,53.30,-0.90,254.00,0.00
1755,11/3/18,3234,0.00,61.20,49.20,0.50,254.00,0.00
1756,12/3/18,3161,0.00,59.90,46.90,0.20,150.00,0.00
1757,13/03/18,3388,0.00,65.50,52.40,0.30,210.00,0.00
1758,14/03/18,3424,0.00,67.20,52.10,0.40,272.00,0.00
1759,15/03/18,3558,0.00,68.90,52.40,0.30,220.00,0.00
1760,16/03/18,3539,0.00,69.70,53.70,-0.60,144.00,0.00
1761,17/03/18,3560,0.00,69.90,57.70,-0.10,251.00,0.00
1762,18/03/18,3256,0.00,65.30,53.30,-0.10,150.00,0.00
1763,19/03/18,3112,0.00,61.90,50.80,-0.50,135.00,0.00
1764,20/03/18,3446,0.00,67.60,56.70,-0.80,153.00,0.00
1765,21/03/18,3506,0.00,69.70,57.50,0.50,186.00,0.00
1766,22/03/18,3541,0.00,70.30,58.60,-0.10,162.00,0.20
1767,23/03/18,3523,0.00,69.80,55.10,-0.10,139.00,0.10
1768,24/03/18,3576,0.00,76.10,54.30,-0.50,193.00,0.00
1769,25/03/18,3295,0.00,66.70,51.60,-0.20,168.00,0.00
1770,26/03/18,3045,0.00,62.90,51.20,-1.50,179.00,0.00
1771,27/03/18,3572,0.00,70.50,59.70,0.50,168.00,0.00
1772,28/03/18,3688,0.00,73.40,62.10,0.50,174.00,0.00
1773,29/03/18,3654,0.00,75.00,64.20,-0.90,168.00,0.10
1774,30/03/18,3659,0.00,74.50,59.50,-0.70,112.00,0.30
