Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/20,4324.00,0.00,91.90,81.10,-1.10,120.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/21,5481.00,0.00,114.10,103.80,-1.50,101.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/18,6492.00,0.00,131.00,105.20,-2.40,109.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/19,5632.00,0.00,115.20,97.70,-1.90,68.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/17,4940.00,0.00,103.40,80.90,-2.00,39.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/16,3035.00,0.00,56.10,41.50,0.30,"202
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/21,3467.00,0.00,68.90,56.40,0.20,171.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/20,5607.00,0.00,116.60,116.00,0.10,199.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/17,3417.00,0.00,60.70,50.10,-1.00,"214
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/16,4962.00,0.00,102.30,81.60,0.00,"153
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/22,3820.00,0.00,67.20,60.80,-1.20,187.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/21,5060.00,0.00,101.10,93.20,-0.10,197.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/22,4950.00,0.00,79.60,68.00,-0.30,285.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/20,4323.00,0.00,72.10,48.60,6.90,725.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/13,4958.00,0.00,101.70,76.00,-2.90,"192
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/19,6027.00,0.00,125.10,102.30,-1.10,210.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/17,5426.00,0.00,99.30,79.90,-0.90,195.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/15,4730.00,0.00,98.50,74.50,-0.20,"245
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/22,5390.00,0.00,108.80,88.30,-0.90,137.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/07/20,5611.00,0.00,113.70,99.10,-1.80,111.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/18,4120.00,0.00,66.50,50.00,-0.20,125.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/13,4895.00,0.00,101.80,74.90,-4.00,"368
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/14,4745.00,0.00,96.40,76.80,-4.60,"182
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/18,4195.00,0.00,88.30,71.60,-1.40,195.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/17,3637.00,0.00,65.40,52.50,-0.50,303.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/15,2993.00,0.00,55.90,42.30,0.30,"209
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/22,3663.00,0.00,71.10,64.40,-1.20,106.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/14,4449.00,0.00,91.80,64.80,0.50,"432
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/15,5079.00,5.00,103.90,92.40,-2.30,"156
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/22,5481.00,0.00,117.50,107.50,-2.10,157.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/21,4723.00,0.00,77.50,66.60,-0.80,231.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/23,3967.00,0.00,67.60,61.20,-2.10,543.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/22,6328.00,0.00,113.90,104.40,-2.80,283.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/14,3526.00,0.00,75.10,47.40,-2.40,"53
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/15,5059.00,0.00,104.10,86.20,-2.30,"115
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/14,3295.00,52.00,59.20,39.80,0.20,"341
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/22,3558.00,0.00,77.40,65.00,-1.70,88.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/15,3276.00,0.00,60.70,43.60,-0.30,"222
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/19,4855.00,0.00,100.90,89.90,0.00,219.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/20,5331.00,0.00,101.50,84.60,-3.60,64.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/17,4854.00,0.00,98.70,78.80,-1.60,"228
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/21,3805.00,0.00,79.90,65.40,-2.50,56.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/16,4744.00,15.00,92.60,74.80,-0.30,"194
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/18,3963.00,0.00,67.20,51.00,-0.20,247.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/21,5947.00,0.00,117.30,104.70,-1.60,238.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/16,5816.00,12.00,121.40,97.50,1.40,"309
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/22,4590.00,0.00,95.70,84.10,-1.00,194.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/15,3955.00,45.00,81.90,61.30,-1.20,"230
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/18,3424.00,0.00,67.20,52.10,0.40,272.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/18,5852.00,21.00,119.40,98.00,-1.40,226.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/19,3369.00,0.00,63.60,50.30,-0.70,154.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/20,4223.00,0.00,70.70,55.10,-0.90,186.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/22,4084.00,0.00,71.20,62.70,-0.30,187.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/17,3222.00,0.00,57.40,46.50,-0.10,"256
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/21,3180.00,0.00,60.90,49.90,-1.00,121.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/14,3666.00,7.00,67.80,46.60,-1.10,"468
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/16,2987.00,0.00,55.10,42.40,0.60,"193
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/13,3953.00,5.00,78.80,53.60,-0.30,"253
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/20,4204.00,0.00,89.40,74.40,-1.80,115.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/21,4820.00,0.00,95.20,82.00,-2.00,54.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/16,4859.00,0.00,102.70,82.50,-1.10,"125
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/17,3516.00,0.00,64.50,47.80,-1.20,111.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/15,3470.00,0.00,61.60,49.10,0.90,"341
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/15,3597.00,109.00,65.20,42.50,-1.30,"388
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/21,3536.00,0.00,62.30,55.00,-0.60,368.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/13,4079.00,0.00,84.50,66.80,-2.50,"139
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/18,6573.00,0.00,130.90,103.70,-1.40,334.00 ,"0.3
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/23,4082.00,0.00,86.20,79.60,-2.40,50.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/14,4433.00,0.00,93.00,74.00,-0.50,"130
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/20,4227.00,0.00,85.70,75.30,-0.90,135.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/17,4831.00,0.00,97.40,80.80,1.00,219.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/19,5790.00,0.00,121.70,104.30,-0.10,180.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/13,4838.00,0.00,103.80,79.40,-4.10,"103
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/22,6571.00,0.00,129.60,119.70,-2.30,201.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/20,3174.00,0.00,63.00,53.30,-2.40,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/17,5689.00,0.00,116.80,98.20,-0.90,352.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/15,5639.00,13.00,110.10,87.70,-0.80,"645
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/21,3715.00,0.00,72.80,57.40,-2.00,35.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/16,3965.00,0.00,80.60,71.90,0.10,"177
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/19,3490.00,0.00,62.50,51.80,-1.00,149.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/23,3610.00,0.00,68.20,60.40,-2.20,154.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/16,3247.00,0.00,58.00,43.60,0.00,"267
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/14,3308.00,0.00,60.80,41.00,-2.80,"283
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/22,3667.00,0.00,63.10,51.00,-0.50,216.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/20,4548.00,0.00,77.70,60.80,0.40,265.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/15,3243.00,0.00,65.90,44.90,0.40,"367
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/19,4472.00,0.00,89.20,75.20,-1.80,145.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/07/13,5020.00,0.00,104.00,85.50,-2.80,"65
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/19,4097.00,0.00,69.10,63.40,0.30,326.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/18,3654.00,0.00,75.00,64.20,-0.90,168.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/17,4724.00,28.00,99.20,82.70,-1.70,166.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/20,5128.00,0.00,105.70,96.00,-0.10,253.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/14,3532.00,1.00,72.70,58.80,-0.90,"153
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/23,5691.00,0.00,117.70,105.20,-0.30,228.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/18,6204.00,0.00,126.60,97.20,-0.10,288.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/14,3290.00,52.00,59.70,41.30,0.40,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/16,3486.00,0.00,59.60,45.50,0.20,"334
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/21,3570.00,0.00,70.40,54.50,-1.50,114.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/17,3555.00,0.00,71.50,59.50,-1.50,68.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/16,5077.00,12.00,105.90,85.50,0.70,"202
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/21,4855.00,0.00,101.40,95.40,-2.40,66.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/20,3302.00,0.00,59.00,41.20,1.40,228.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/22,4341.00,0.00,68.60,57.20,-1.30,207.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/19,5052.00,0.00,105.50,89.40,-0.20,240.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/14,4924.00,0.00,108.40,76.60,-0.10,"238
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/17,3565.00,0.00,62.30,49.90,-1.30,124.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/17,3777.00,2.00,63.70,50.90,0.20,"245
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/22,4722.00,0.00,103.30,94.80,-0.70,190.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/21,4044.00,0.00,64.70,55.70,-0.50,378.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/18,3718.00,0.00,64.80,48.50,-0.20,212.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/18,3959.00,0.00,65.70,52.30,-0.10,236.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/22,6935.00,0.00,135.60,123.90,-0.60,241.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/13,3160.00,0.00,63.00,42.00,-2.60,167.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/19,3907.00,0.00,67.90,53.00,-0.90,188.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/17,5657.00,11.00,109.90,92.70,-0.60,280.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/20,3007.00,0.00,60.80,49.60,-0.80,80.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/13,3149.00,0.00,55.30,40.80,-0.50,"215
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/18,4552.00,0.00,93.70,78.50,-2.50,3868.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/15,3290.00,0.00,58.80,39.50,1.20,"240
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/22,3917.00,0.00,65.40,54.40,-1.30,212.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/20,3445.00,0.00,58.60,40.90,0.90,203.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/16,3505.00,0.00,60.60,48.10,0.60,"259
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/15,4928.00,1.00,102.10,91.80,-0.80,"127
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/14,3181.00,3.00,58.50,38.90,-1.00,"52
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/22,4573.00,0.00,92.30,83.70,-2.60,41.00 ,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/13,3881.00,0.00,82.40,61.40,-1.70,"165
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/16,5104.00,0.00,107.50,81.10,2.30,"241
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/17,4923.00,0.00,104.10,80.40,-1.40,197.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/16,3372.00,6.00,64.70,52.30,1.70,"252
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/23,5376.00,0.00,89.00,75.20,-1.20,310.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/21,3691.00,0.00,62.10,49.00,-1.20,203.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/21,3389.00,0.00,63.00,52.60,-2.00,185.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/15,3756.00,21.00,63.40,49.70,-0.20,"284
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/19,3902.00,0.00,82.50,66.20,-0.80,127.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/18,4203.00,0.00,88.00,67.40,-1.60,73.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/19,3602.00,0.00,63.30,57.50,-0.80,159.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/18,3314.00,0.00,58.10,45.80,-0.60,174.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/16,5989.00,0.00,114.00,93.20,-2.40,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/14,4008.00,0.00,85.50,67.90,0.30,"122
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/23,5232.00,0.00,107.10,96.10,-2.40,179.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/21,6645.00,0.00,135.00,120.70,-0.50,243.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/21,5963.00,0.00,114.10,103.90,-1.00,258.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/16,5659.00,0.00,120.10,100.50,0.80,"338
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/22,6052.00,0.00,99.20,88.10,-1.40,368.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/15,4037.00,0.00,84.60,64.20,-0.50,"110
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/18,3309.00,0.00,62.50,46.10,-0.40,219.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/19,3690.00,0.00,77.80,63.20,-1.90,32.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/18,4059.00,6.00,87.30,71.40,-1.50,29.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/20,3215.00,0.00,59.10,44.20,-2.00,75.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/15,3592.00,0.00,63.60,48.10,1.60,"410
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/17,3392.00,0.00,61.10,50.60,-1.20,"152
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/20,5009.00,0.00,99.00,93.60,-0.60,346.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/21,3531.00,0.00,63.50,51.30,-1.00,194.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/23,5225.00,0.00,85.60,78.30,-0.50,261.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/16,3830.00,0.00,79.50,60.50,-0.40,"92
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/17,5637.00,0.00,117.30,87.70,0.20,198.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/13,3149.00,2.00,61.00,43.60,-0.70,"88
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/19,6731.00,0.00,136.10,114.70,-0.40,207.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/13,4853.00,0.00,94.40,74.60,-3.20,"83
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/20,3297.00,0.00,58.40,44.70,0.30,247.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/20,4338.00,0.00,74.50,62.80,-0.10,198.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/22,4572.00,0.00,73.50,61.40,-0.60,225.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/14,4720.00,0.00,100.30,69.80,2.60,"319
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/18,4730.00,0.00,95.50,82.30,-2.40,71.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/13,2991.00,0.00,53.40,37.10,-1.90,"212
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/22,7181.00,0.00,137.10,123.70,-1.50,216.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/15,4995.00,0.00,95.90,78.40,-1.10,"194
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/17,4431.00,0.00,89.50,72.90,-1.50,"210
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/14,4841.00,0.00,100.30,71.10,-0.80,"276
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/13,3513.00,0.00,72.70,46.70,-0.90,167.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/15,5420.00,0.00,104.90,83.90,-1.80,"274
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/21,2980.00,0.00,64.20,48.40,-1.40,37.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/16,5986.00,0.00,122.30,99.80,1.70,"385
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/14,5133.00,0.00,109.60,81.00,-2.60,"790
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/18,3839.00,0.00,65.50,48.40,-1.70,103.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/23,3660.00,0.00,66.40,56.60,-2.60,162.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/21,4673.00,0.00,74.20,66.90,-1.00,310.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/14,2995.00,190.00,57.70,42.60,-0.20,"258
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/22,3668.00,0.00,74.60,75.30,-2.70,44.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/17,3493.00,0.00,59.10,46.50,0.90,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/14,4621.00,0.00,95.70,72.70,-1.00,"242
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/15,2922.00,0.00,55.70,42.00,-0.50,"201
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/19,6207.00,0.00,128.10,106.50,0.70,290.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/22,4828.00,0.00,78.10,66.10,-0.40,343.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/21,3694.00,0.00,75.40,62.40,-1.80,98.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/21,3494.00,0.00,62.80,46.70,-1.60,113.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/16,3555.00,0.00,62.40,48.10,-1.30,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/16,3055.00,0.00,55.90,40.20,1.30,"188
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/14,3074.00,0.00,59.30,41.00,-0.10,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/13,3104.00,0.00,57.20,41.30,-1.00,"268
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/23,3682.00,0.00,74.50,67.40,-3.00,1.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/14,3177.00,0.00,62.90,48.00,-1.00,"301
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/20,4832.00,0.00,96.30,84.60,-1.60,186.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
