Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/17,5162.00,0.00,105.10,87.40,-0.80,214.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/18,3752.00,0.00,73.50,55.90,-0.10,146.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/19,4733.00,0.00,99.30,83.30,-0.80,141.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/19,3945.00,0.00,67.10,60.20,-0.20,256.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/19,3399.00,0.00,65.50,50.00,-0.80,141.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/18,4188.00,0.00,86.00,64.90,-1.90,46.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/19,3810.00,0.00,76.00,60.00,0.10,175.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/18,2698.00,0.00,53.90,44.50,-1.30,96.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/18,3695.00,0.00,63.70,51.50,-1.40,161.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/15,3360.00,0.00,66.70,49.40,0.70,"239
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/22,6123.00,0.00,125.40,100.10,-0.80,240.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/16,5392.00,12.00,112.90,97.30,0.30,"294
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/07/21,6007.00,0.00,116.30,103.90,-1.50,87.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/08/13,4447.00,205.00,92.80,74.20,0.30,"376
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/13,4199.00,0.00,89.20,62.40,5.10,"416
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/23,4380.00,0.00,74.80,67.60,-2.10,151.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/15,3257.00,0.00,59.20,45.30,1.20,"247
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/17,3186.00,0.00,60.30,45.20,-0.30,111.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/17,3784.00,0.00,63.90,51.50,0.10,"206
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/20,3310.00,0.00,61.50,46.10,-1.00,187.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/20,3412.00,0.00,69.70,55.10,-3.40,83.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/13,3343.00,0.00,57.80,39.10,-2.90,"217
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/05/18,6343.00,10.00,128.50,97.70,-0.70,248.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/15,3276.00,21.00,59.90,40.90,3.90,"407
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/20,4225.00,0.00,72.10,55.90,-0.60,- ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/22,3649.00,0.00,59.40,48.00,-0.80,208.00 ,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/14,3113.00,0.00,57.60,39.40,-2.00,"171
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/08/15,4169.00,6.00,82.40,76.00,-1.80,"94
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/19,4254.00,0.00,72.30,55.70,0.10,267.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/13,3880.00,3.00,81.60,54.70,-2.50,254.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/14,4730.00,0.00,97.10,71.10,-3.90,"156
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/06/15,5250.00,41.00,101.40,76.80,1.90,"337
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/17,5733.00,0.00,114.90,95.20,-0.30,310.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/20,2729.00,0.00,56.80,46.70,-1.80,25.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/22,5692.00,0.00,119.30,108.00,-0.60,226.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/16,4449.00,0.00,91.80,72.20,-1.20,"125
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/14,5026.00,0.00,107.30,81.70,-2.70,"291
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/07/15,5042.00,0.00,103.80,86.10,-0.80,"204
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/06/22,7168.00,0.00,145.40,131.70,0.40,347.00 ,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/19,– ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/17,3043.00,0.00,50.70,42.80,1.10,"227
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/15,5207.00,417.00,108.50,93.30,-2.00,"154
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/23,4557.00,0.00,75.90,69.20,-1.50,243.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/21,4503.00,0.00,73.80,63.30,-0.20,219.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/22,5711.00,0.00,118.20,107.60,-1.80,83.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/21,3817.00,0.00,64.90,53.00,-0.60,254.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/06/18,6614.00,0.00,137.90,111.30,-1.50,312.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/13,2959.00,0.00,55.10,42.10,-2.80,"327
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/16,3153.00,0.00,55.10,41.10,0.30,"301
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/14,3995.00,0.00,68.90,47.50,-2.30,"220
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/21,3596.00,0.00,72.80,56.30,-0.70,201.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/16,5029.00,0.00,104.60,82.80,0.40,"155
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/17,3863.00,0.00,82.00,62.30,-1.50,51.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/22,4322.00,0.00,73.40,60.40,-1.30,332.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/20,3115.00,0.00,58.20,42.40,-1.10,138.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/21,5897.00,0.00,117.60,105.00,-1.20,166.00 ,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/19,3384.00,0.00,62.40,52.40,-1.20,124.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/07/13,4396.00,13.00,96.00,77.20,-0.50,"329
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/19,6323.00,0.00,129.20,99.90,-0.20,348.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/18,4188.00,0.00,91.90,63.20,-0.20,174.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/17,5688.00,0.00,114.30,99.00,1.10,305.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/20,6291.00,0.00,128.00,107.20,-2.20,309.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/14,3484.00,0.00,70.70,55.70,-0.80,"169
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/23,6785.00,0.00,135.00,121.80,-2.60,108.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/20,5740.00,0.00,116.10,101.70,-0.40,226.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/22,5628.00,0.00,115.60,98.80,-1.60,192.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/15,4503.00,0.00,87.80,68.30,-1.20,"176
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/17,5395.00,0.00,109.60,91.00,-0.40,215.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/18,3298.00,0.00,62.80,54.70,0.10,229.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/19,6231.00,0.00,128.50,103.70,0.80,221.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/18,4049.00,0.00,81.90,58.10,-1.00,60.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/19,3597.00,0.00,61.40,58.10,-0.70,158.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/13,4721.00,120.00,96.60,69.60,0.20,"382
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/20,3364.00,0.00,63.40,46.60,-1.00,206.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/20,3718.00,0.00,62.60,48.10,-1.90,134.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/22,4505.00,0.00,73.60,62.20,-0.90,220.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/17,3173.00,0.00,57.80,47.60,-0.40,"226
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/16,4314.00,0.00,91.90,75.00,-2.20,"191
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/17,4086.00,0.00,84.60,63.90,-1.20,178.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/14,3826.00,90.00,70.40,47.60,0.10,"280
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/13,3177.00,0.00,57.10,42.40,0.40,"500
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/21,3583.00,0.00,63.80,51.70,-0.40,191.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/23,4053.00,0.00,69.10,61.30,-2.00,127.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/14,3158.00,0.00,58.00,41.60,1.50,"423
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/22,4047.00,0.00,80.70,72.60,-0.30,166.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/15,3302.00,48.00,58.40,43.80,1.70,"310
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/14,5150.00,120.00,110.40,80.20,-1.90,"225
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/17,3844.00,0.00,65.60,52.70,-0.50,111.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/19,5284.00,0.00,105.00,89.70,-0.60,225.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/21,4013.00,0.00,85.90,70.60,-1.70,75.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/16,5226.00,0.00,106.90,88.90,-0.30,"223
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/18,3854.00,0.00,62.00,44.40,-0.70,111.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/14,5521.00,0.00,115.40,90.40,-1.70,"181
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/19,4183.00,0.00,69.00,51.50,-0.90,235.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/19,4028.00,0.00,70.20,54.20,-0.60,197.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/13,3601.00,0.00,77.10,54.70,-3.70,32.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/22,6440.00,0.00,133.90,122.70,-1.40,177.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/16,3144.00,0.00,56.60,44.10,-2.30,"215
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/15,4400.00,0.00,86.10,78.10,-1.30,"148
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/20,4376.00,0.00,70.60,52.90,0.40,258.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/05/18,5949.00,0.00,123.10,94.10,-1.10,187.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/20,3433.00,0.00,59.20,47.70,-1.10,137.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/17,3614.00,0.00,61.40,49.80,-0.10,"211
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/15,3136.00,0.00,58.50,44.90,-0.60,"182
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/23,4570.00,0.00,76.40,64.40,-1.50,208.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/21,3463.00,0.00,60.90,50.40,-1.40,198.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/20,4105.00,0.00,87.90,78.50,-2.60,73.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/17,5124.00,0.00,108.40,81.20,-1.20,251.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/16,3776.00,0.00,75.00,59.10,1.30,"271
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/06/19,5532.00,0.00,112.00,92.00,0.10,214.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/07/21,4933.00,0.00,100.30,89.90,-2.80,152.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/16,5959.00,3.00,120.20,96.80,-0.20,"158
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/22,6686.00,0.00,130.80,118.60,-2.10,171.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/15,3579.00,6.00,72.50,56.90,-0.40,"169
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/18,3743.00,0.00,63.80,47.50,-1.30,162.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/19,3456.00,0.00,67.40,59.70,0.40,317.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/17,4391.00,0.00,87.80,76.20,-2.60,"299
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/20,3848.00,0.00,73.30,59.10,-2.70,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/14,4951.00,0.00,104.70,75.50,-0.10,"199
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/13,4325.00,0.00,90.80,60.60,-2.70,"144
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/18,3707.00,54.00,65.30,49.20,0.00,216.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/14,3557.00,0.00,72.30,44.10,2.70,"411
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/15,4943.00,0.00,102.70,84.00,-0.90,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/22,6064.00,0.00,117.80,107.10,-1.50,84.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/21,4344.00,0.00,71.60,59.70,0.00,254.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/17,3315.00,0.00,58.00,44.30,0.20,111.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/15,3274.00,32.00,54.00,39.00,-0.70,"271
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/22,3797.00,0.00,73.60,62.50,-0.90,192.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/18,4339.00,0.00,89.90,71.70,0.10,175.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/19,5499.00,0.00,111.80,95.80,0.40,303.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/22,4691.00,0.00,78.80,71.90,-2.40,125.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/14,3087.00,0.00,57.40,39.80,-0.70,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/17,4999.00,0.00,103.60,79.40,-0.30,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/14,3713.00,0.00,65.80,46.20,-2.80,"54
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/21,5150.00,0.00,111.50,98.60,0.10,206.00 ,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/20,4785.00,0.00,97.50,85.30,-0.90,42.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/19,7135.00,0.00,145.20,122.00,0.90,313.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/13,4685.00,0.00,101.40,77.10,-1.90,"184
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/07/16,5230.00,0.00,107.70,88.00,-1.90,"220
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/21,5721.00,0.00,110.20,94.40,0.70,274.00 ,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/18,3576.00,0.00,76.10,54.30,-0.50,193.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/18,5755.00,0.00,117.60,95.90,-0.70,181.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/19,3083.00,0.00,59.60,42.60,0.40,196.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/14,3592.00,0.00,75.50,60.10,-1.50,"168
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/23,4305.00,0.00,88.70,89.10,-2.10,144.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/18,3394.00,0.00,62.30,46.60,0.30,210.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/06/13,4812.00,0.00,103.30,79.50,-2.10,"303
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/19,3943.00,0.00,62.00,58.40,-1.60,215.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/16,4987.00,0.00,98.50,80.80,-0.80,"215
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/17,3272.00,0.00,60.60,46.00,-0.60,147.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/15,3573.00,0.00,59.10,45.70,-0.50,"242
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/20,3780.00,0.00,75.80,59.40,-1.60,69.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/21,4811.00,0.00,98.90,88.50,-0.90,169.00 ,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/16,2972.00,0.00,55.40,45.00,0.00,"165
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/21,3718.00,0.00,61.60,46.90,-2.20,139.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/13,3515.00,0.00,63.40,45.20,-2.00,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/18,4996.00,0.00,101.30,83.50,-2.70,66.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/16,3276.00,0.00,56.70,44.90,0.00,"207
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/15,4225.00,0.00,88.60,74.40,-1.20,"119
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/14,4255.00,0.00,87.20,67.30,-3.30,"200
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/15,3283.00,0.00,57.50,40.60,-0.20,"200
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/22,3959.00,0.00,65.60,54.20,-1.30,176.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/20,4802.00,0.00,79.70,64.50,0.50,299.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/22,3725.00,0.00,72.40,65.10,-0.90,176.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/18,4687.00,0.00,97.10,82.00,-1.00,181.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/19,5270.00,0.00,109.70,93.20,-1.60,159.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/05/17,5756.00,0.00,115.10,96.50,-1.40,280.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15,5710.00,0.00,115.20,91.60,0.30,"331
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/22,6133.00,0.00,116.60,108.00,-6.20,288.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/20,3082.00,0.00,62.10,51.60,-1.00,0.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/13,2993.00,0.00,60.10,37.20,-1.80,47.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/19,4181.00,0.00,73.20,56.50,-0.50,263.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/05/21,2849.00,0.00,60.40,50.20,-1.20,90.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/16,4653.00,0.00,95.00,76.60,-1.70,"125
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/22,6580.00,0.00,130.20,118.50,-0.10,335.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/15,4495.00,0.00,90.80,76.40,-1.80,"155
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/22,3528.00,0.00,67.00,59.30,-1.10,137.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/20,4215.00,0.00,71.10,60.70,-0.70,255.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/15,4225.00,0.00,85.30,74.00,-2.30,"63
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/14,3903.00,0.00,86.20,62.10,1.50,"187
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/23,3845.00,0.00,69.10,69.70,-2.10,12.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/16,3801.00,0.00,62.80,49.20,1.30,"290
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/14,3351.00,0.00,59.90,42.50,-1.00,"260
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/13,4218.00,0.00,90.80,68.00,-5.60,"145
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/13,3688.00,0.00,71.00,51.30,-0.80,"164
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/19,4989.00,0.00,99.30,83.70,-1.80,113.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/20,5025.00,0.00,108.00,97.60,-3.00,82.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/21,4385.00,0.00,69.70,59.10,-1.00,237.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/23,5137.00,0.00,81.50,75.20,-1.70,297.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/17,4897.00,0.00,98.10,73.40,-3.10,37.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/15,3095.00,0.00,55.80,37.60,-0.70,"298
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/19,3434.00,0.00,58.10,52.00,-1.00,138.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/18,4314.00,0.00,92.90,71.60,-1.00,96.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
