,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
2942,2942,2021-06-27,6069,0.0,114.3,101.1,-0.6,194.0,0.01
2943,2943,2021-06-28,6403,0.0,128.9,115.1,-0.7,271.0,0.0
2944,2944,2021-06-29,6522,0.0,132.4,118.9,-0.9,221.0,0.0
2945,2945,2021-06-30,6824,0.0,135.9,122.7,-0.5,248.0,0.0
2946,2946,2021-01-07,6937,0.0,141.8,128.7,-1.3,295.0,0.0
2947,2947,2021-02-07,7244,0.0,141.0,127.4,-1.1,266.0,0.0
2948,2948,2021-03-07,6103,0.0,119.1,108.3,-1.8,257.0,0.01
2949,2949,2021-04-07,5963,0.0,114.1,103.9,-1.0,258.0,0.0
2950,2950,2021-05-07,6437,0.0,127.5,116.7,-1.2,302.0,0.01
2951,2951,2021-06-07,6743,0.0,134.7,121.3,-1.0,219.0,0.05
2952,2952,2021-07-07,7045,0.0,142.3,128.8,-1.3,197.0,0.0
2953,2953,2021-08-07,7157,0.0,141.9,130.1,-1.9,295.0,0.0
2954,2954,2021-09-07,6781,0.0,135.9,125.0,-3.2,305.0,0.0
2955,2955,2021-10-07,6645,0.0,135.0,120.7,-0.5,243.0,0.0
2956,2956,2021-11-07,6559,0.0,131.8,118.0,-0.9,163.0,0.0
2957,2957,2021-12-07,6417,0.0,129.8,117.0,-1.1,223.0,0.0
2958,2958,2021-07-13,6088,0.0,119.9,108.7,-2.1,269.0,0.02
2959,2959,2021-07-14,5312,0.0,108.3,100.2,-2.6,119.0,0.0
2960,2960,2021-07-15,5667,0.0,111.9,103.2,-1.6,344.0,0.0
2961,2961,2021-07-16,6313,0.0,125.9,114.4,-1.3,215.0,0.0
2962,2962,2021-07-17,6253,0.0,129.3,116.0,-1.1,231.0,0.08
2963,2963,2021-07-18,6045,0.0,120.6,106.8,-0.9,219.0,0.0
2964,2964,2021-07-19,5357,0.0,100.8,91.6,-1.6,147.0,0.0
2965,2965,2021-07-20,4977,0.0,98.2,89.9,-2.2,76.0,0.0
2966,2966,2021-07-21,5275,0.0,100.2,91.3,-1.3,89.0,0.0
2967,2967,2021-07-22,5325,0.0,110.7,98.6,-1.6,144.0,0.01
2968,2968,2021-07-23,5536,0.0,113.5,99.8,0.2,221.0,0.0
2969,2969,2021-07-24,5374,0.0,113.4,103.2,-3.0,633.0,0.0
2970,2970,2021-07-25,6007,0.0,116.3,103.9,-1.5,87.0,0.0
2971,2971,2021-07-26,5854,0.0,123.7,110.4,-1.5,143.0,0.0
2972,2972,2021-07-27,5585,0.0,113.7,101.9,-1.3,144.0,0.0
2973,2973,2021-07-28,4907,0.0,102.4,91.9,-2.2,75.0,0.0
2974,2974,2021-07-29,4894,0.0,101.4,90.1,-2.5,85.0,0.0
2975,2975,2021-07-30,4904,0.0,101.9,90.9,-2.6,9.0,0.0
2976,2976,2021-07-31,4933,0.0,100.3,89.9,-2.8,152.0,0.0
2977,2977,2021-01-08,4819,0.0,96.4,88.5,-1.8,105.0,0.0
2978,2978,2021-02-08,4866,0.0,104.8,94.1,-1.7,93.0,0.04
2979,2979,2021-03-08,5100,0.0,107.4,95.0,-1.5,67.0,0.01
2980,2980,2021-04-08,5223,0.0,109.2,97.4,-1.9,77.0,0.01
2981,2981,2021-05-08,5422,0.0,115.0,101.0,-0.7,190.0,0.0
2982,2982,2021-06-08,5677,0.0,118.9,105.1,-0.7,129.0,0.03
2983,2983,2021-07-08,5524,0.0,112.1,104.8,-0.2,168.0,0.0
2984,2984,2021-08-08,5060,0.0,101.1,93.2,-0.1,197.0,0.0
2985,2985,2021-09-08,5132,0.0,105.3,98.5,-1.3,157.0,0.0
2986,2986,2021-10-08,5546,0.0,111.7,101.7,-1.5,113.0,0.0
2987,2987,2021-11-08,5705,0.0,116.6,106.3,-1.7,136.0,0.01
2988,2988,2021-12-08,5903,0.0,119.9,107.2,-1.2,143.0,0.0
2989,2989,2021-08-13,5997,0.0,122.0,109.4,-1.8,106.0,0.0
2990,2990,2021-08-14,5897,0.0,117.6,105.0,-1.2,166.0,0.05
2991,2991,2021-08-15,5817,0.0,107.2,93.8,-1.4,165.0,0.0
2992,2992,2021-08-16,6337,0.0,124.5,110.9,-1.4,176.0,0.0
2993,2993,2021-08-17,6513,0.0,133.9,120.2,-1.4,214.0,0.0
2994,2994,2021-08-18,6453,0.0,134.6,122.3,-2.0,134.0,0.0
2995,2995,2021-08-19,6368,0.0,135.0,122.7,-1.2,193.0,0.05
2996,2996,2021-08-20,6082,0.0,116.3,104.0,-2.2,133.0,0.0
2997,2997,2021-08-21,4855,0.0,101.4,95.4,-2.4,66.0,0.0
2998,2998,2021-08-22,4813,0.0,95.0,87.5,-1.9,81.0,0.0
2999,2999,2021-08-23,5502,0.0,110.5,103.0,-1.5,113.0,0.01
3000,3000,2021-08-24,5766,0.0,119.9,110.4,-1.7,112.0,0.0
3001,3001,2021-08-25,5775,0.0,118.8,107.4,-1.8,131.0,0.0
3002,3002,2021-08-26,5559,0.0,117.1,101.9,-2.3,204.0,0.0
3003,3003,2021-08-27,5711,0.0,117.9,98.3,-2.1,129.0,0.0
3004,3004,2021-08-28,5602,0.0,114.7,89.1,-2.1,132.0,0.01
3005,3005,2021-08-29,5325,0.0,109.2,86.3,-2.0,91.0,0.0
3006,3006,2021-08-30,5129,0.0,105.9,85.5,-1.8,118.0,0.0
3007,3007,2021-08-31,4910,0.0,104.6,84.5,-2.1,266.0,0.01
3008,3008,2021-01-09,4288,0.0,92.2,75.6,-2.2,189.0,0.0
3009,3009,2021-02-09,4664,0.0,95.9,84.1,-1.8,48.0,0.0
3010,3010,2021-03-09,5130,0.0,102.7,92.9,-1.9,100.0,0.0
3011,3011,2021-04-09,4493,0.0,97.9,88.1,-1.6,81.0,0.0
3012,3012,2021-05-09,4819,0.0,96.4,85.8,-1.0,108.0,0.01
3013,3013,2021-06-09,5496,0.0,111.9,101.1,-0.9,143.0,0.0
3014,3014,2021-07-09,5481,0.0,114.1,103.8,-1.5,101.0,0.0
3015,3015,2021-08-09,5198,0.0,109.1,99.1,-1.6,103.0,0.0
3016,3016,2021-09-09,5101,0.0,109.5,99.5,-1.6,184.0,0.0
3017,3017,2021-10-09,5064,0.0,107.7,93.0,-1.3,117.0,0.0
3018,3018,2021-11-09,4517,0.0,89.3,75.7,-1.7,222.0,0.0
3019,3019,2021-12-09,4009,0.0,85.2,71.5,-2.1,55.0,0.0
3020,3020,2021-09-13,4820,0.0,95.2,82.0,-2.0,54.0,0.0
3021,3021,2021-09-14,4740,0.0,97.1,83.3,-1.8,63.0,0.0
3022,3022,2021-09-15,4838,0.0,101.3,91.1,-1.1,41.0,0.0
3023,3023,2021-09-16,4570,0.0,97.5,87.6,-1.6,110.0,0.0
3024,3024,2021-09-17,4449,0.0,92.3,80.8,-0.9,111.0,0.0
3025,3025,2021-09-18,4301,0.0,91.2,81.2,-1.6,337.0,0.0
3026,3026,2021-09-19,4567,0.0,93.0,83.8,-2.5,48.0,0.0
3027,3027,2021-09-20,5085,0.0,106.5,96.4,-1.7,80.0,0.0
3028,3028,2021-09-21,5209,0.0,108.4,98.4,-1.3,133.0,0.0
3029,3029,2021-09-22,4603,0.0,100.3,90.6,-1.5,117.0,0.0
3030,3030,2021-09-23,4811,0.0,98.9,88.5,-0.9,169.0,0.02
3031,3031,2021-09-24,4759,0.0,97.6,87.1,-1.4,85.0,0.0
3032,3032,2021-09-25,4376,0.0,94.5,84.4,-1.2,138.0,0.0
3033,3033,2021-09-26,4270,0.0,90.2,80.3,-1.1,108.0,0.0
3034,3034,2021-09-27,4877,0.0,102.6,91.7,-0.9,112.0,0.0
3035,3035,2021-09-28,5063,0.0,107.5,96.2,-0.5,134.0,0.0
3036,3036,2021-09-29,5118,0.0,109.7,98.0,-0.1,113.0,0.0
3037,3037,2021-09-30,5174,0.0,110.6,99.3,-0.1,137.0,0.0
3038,3038,2021-01-10,5150,0.0,111.5,98.6,0.1,206.0,0.02
3039,3039,2021-02-10,4993,0.0,97.9,81.5,-0.1,242.0,0.0
3040,3040,2021-03-10,5053,0.0,101.6,86.7,-0.4,179.0,0.0
3041,3041,2021-04-10,5328,0.0,111.0,93.0,0.3,268.0,0.0
3042,3042,2021-05-10,5349,0.0,112.4,86.7,-0.4,232.0,0.0
3043,3043,2021-06-10,5189,0.0,111.0,77.0,-0.6,116.0,0.0
3044,3044,2021-07-10,4979,0.0,107.0,74.4,-1.1,134.0,0.0
3045,3045,2021-08-10,4839,0.0,103.8,70.3,-1.0,247.0,0.0
3046,3046,2021-09-10,4569,0.0,96.9,67.8,-0.9,152.0,0.02
3047,3047,2021-10-10,4536,0.0,94.2,72.0,-1.6,203.0,0.0
3048,3048,2021-11-10,4683,0.0,101.9,77.7,0.0,154.0,0.0
3049,3049,2021-12-10,4707,0.0,101.5,75.8,-0.4,139.0,0.0
3050,3050,2021-10-13,4382,0.0,95.4,72.7,-1.5,137.0,0.0
3051,3051,2021-10-14,4160,0.0,89.0,72.8,-2.1,72.0,0.0
3052,3052,2021-10-15,3517,0.0,78.3,65.9,-0.7,105.0,0.0
3053,3053,2021-10-16,4084,0.0,84.5,67.9,-0.5,114.0,0.0
3054,3054,2021-10-17,3784,0.0,80.1,65.0,-1.9,94.0,0.0
3055,3055,2021-10-18,3694,0.0,75.4,62.4,-1.8,98.0,0.0
3056,3056,2021-10-19,3644,0.0,72.5,62.8,-1.5,84.0,0.0
3057,3057,2021-10-20,3806,0.0,75.0,63.9,-1.6,167.0,0.0
3058,3058,2021-10-21,3750,0.0,72.7,62.3,-1.9,78.0,0.0
3059,3059,2021-10-22,3794,0.0,74.2,62.7,-1.3,192.0,0.0
3060,3060,2021-10-23,3574,0.0,73.3,60.2,0.3,228.0,0.0
3061,3061,2021-10-24,3441,0.0,68.5,55.4,0.9,246.0,0.0
3062,3062,2021-10-25,3467,0.0,68.9,56.4,0.2,171.0,0.0
3063,3063,2021-10-26,3482,0.0,68.2,55.9,-0.2,153.0,0.01
3064,3064,2021-10-27,3501,0.0,66.6,54.9,-1.1,99.0,0.0
3065,3065,2021-10-28,3404,0.0,65.0,55.0,-2.5,49.0,0.0
3066,3066,2021-10-29,3524,0.0,66.3,55.5,-2.0,114.0,0.0
3067,3067,2021-10-30,3235,0.0,61.3,52.2,-1.5,85.0,0.0
3068,3068,2021-10-31,3180,0.0,60.9,49.9,-1.0,121.0,0.0
3069,3069,2021-01-11,3407,0.0,65.4,54.2,-1.1,159.0,0.0
3070,3070,2021-02-11,3424,0.0,65.3,54.7,-1.6,103.0,0.0
3071,3071,2021-03-11,3389,0.0,63.0,52.6,-2.0,185.0,0.0
3072,3072,2021-04-11,2710,0.0,55.7,42.9,0.1,194.0,0.0
3073,3073,2021-05-11,2660,0.0,51.8,41.0,-0.6,97.0,0.0
3074,3074,2021-06-11,2869,0.0,52.0,41.7,-1.7,80.0,0.0
3075,3075,2021-07-11,2914,0.0,54.8,43.1,-1.2,135.0,0.0
3076,3076,2021-08-11,3261,0.0,60.0,49.1,-1.3,119.0,0.0
3077,3077,2021-09-11,3290,0.0,62.7,50.4,-1.8,113.0,0.0
3078,3078,2021-10-11,3425,0.0,60.8,49.7,-1.4,118.0,0.0
3079,3079,2021-11-11,3267,0.0,61.4,49.6,-0.8,146.0,0.0
3080,3080,2021-12-11,3502,0.0,62.7,51.7,-1.3,148.0,0.0
3081,3081,2021-11-13,3244,0.0,58.8,47.9,-1.4,134.0,0.0
3082,3082,2021-11-14,3260,0.0,57.7,46.4,-1.2,102.0,0.0
3083,3083,2021-11-15,3416,0.0,60.9,49.8,-1.4,175.0,0.0
3084,3084,2021-11-16,3396,0.0,60.6,50.5,-1.7,131.0,0.0
3085,3085,2021-11-17,3531,0.0,63.5,51.3,-1.0,194.0,0.0
3086,3086,2021-11-18,3477,0.0,62.2,48.9,-1.8,114.0,0.0
3087,3087,2021-11-19,3584,0.0,61.8,47.1,-1.4,171.0,0.0
3088,3088,2021-11-20,3359,0.0,58.1,44.4,-2.1,235.0,0.0
3089,3089,2021-11-21,3371,0.0,59.0,44.6,-1.4,139.0,0.0
3090,3090,2021-11-22,3463,0.0,60.9,50.4,-1.4,198.0,0.0
3091,3091,2021-11-23,3518,0.0,61.9,51.0,-1.4,126.0,0.0
3092,3092,2021-11-24,3554,0.0,62.2,51.3,-1.4,119.0,0.0
3093,3093,2021-11-25,3524,0.0,62.3,50.7,-1.1,201.0,0.0
3094,3094,2021-11-26,3756,0.0,64.0,52.2,-0.6,165.0,0.0
3095,3095,2021-11-27,3400,0.0,60.4,49.0,-1.1,128.0,0.0
3096,3096,2021-11-28,3450,0.0,58.8,47.4,-1.1,225.0,0.0
3097,3097,2021-11-29,3567,0.0,61.7,50.8,-1.5,177.0,0.0
3098,3098,2021-11-30,3538,0.0,62.5,51.0,-1.2,136.0,0.0
3099,3099,2021-01-12,3676,0.0,63.1,51.8,-1.6,146.0,0.0
3100,3100,2021-02-12,3673,0.0,63.3,51.9,-1.1,125.0,0.0
3101,3101,2021-03-12,3912,0.0,64.2,53.5,-2.1,325.0,0.0
3102,3102,2021-04-12,3498,0.0,60.8,49.6,-1.9,87.0,0.0
3103,3103,2021-05-12,3527,0.0,58.9,47.4,-1.3,179.0,0.0
3104,3104,2021-06-12,3608,0.0,62.2,51.4,-1.8,308.0,0.0
3105,3105,2021-07-12,3583,0.0,63.8,51.7,-0.4,191.0,0.0
3106,3106,2021-08-12,3714,0.0,64.3,52.8,-0.7,155.0,0.0
3107,3107,2021-09-12,3648,0.0,64.4,52.4,-0.4,225.0,0.0
3108,3108,2021-10-12,3899,0.0,66.0,54.2,-0.7,244.0,0.0
3109,3109,2021-11-12,3625,0.0,63.3,50.2,0.7,274.0,0.0
3110,3110,2021-12-12,3625,0.0,63.3,50.2,0.7,274.0,0.0
3111,3111,2021-12-13,3817,0.0,64.9,53.0,-0.6,254.0,0.0
3112,3112,2021-12-14,3823,0.0,64.0,54.1,-2.2,317.0,0.0
3113,3113,2021-12-15,3985,0.0,66.3,55.4,-1.2,220.0,0.0
3114,3114,2021-12-16,3926,0.0,67.0,55.4,-1.0,247.0,0.0
3115,3115,2021-12-17,4238,0.0,69.3,57.7,-1.1,138.0,0.0
3116,3116,2021-12-18,3980,0.0,66.8,58.6,-0.2,208.0,0.0
3117,3117,2021-12-19,4080,0.0,63.9,55.1,-3.0,316.0,0.0
3118,3118,2021-12-20,4327,0.0,72.1,59.6,-0.1,245.0,0.0
3119,3119,2021-12-21,4285,0.0,72.4,60.8,-0.7,208.0,0.0
3120,3120,2021-12-22,4424,0.0,71.9,61.6,-2.2,496.0,0.0
3121,3121,2021-12-23,4339,0.0,72.0,60.4,-0.4,286.0,0.0
3122,3122,2021-12-24,4548,0.0,73.3,61.8,-0.6,293.0,0.0
3123,3123,2021-12-25,4107,0.0,68.0,56.5,-1.0,254.0,0.0
3124,3124,2021-12-26,4044,0.0,64.7,55.7,-0.5,378.0,0.0
3125,3125,2021-12-27,4290,0.0,67.5,59.3,-3.4,314.0,0.0
3126,3126,2021-12-28,4171,0.0,70.7,59.9,-1.4,241.0,0.0
3127,3127,2021-12-29,4333,0.0,70.1,59.6,-1.8,184.0,0.0
3128,3128,2021-12-30,4218,0.0,69.5,59.4,-2.5,362.0,0.0
3129,3129,2021-12-31,4583,0.0,74.0,62.4,-0.7,243.0,0.0
3130,3130,2022-01-01,4470,0.0,70.5,58.7,-0.6,206.0,0.0
3131,3131,2022-02-01,4034,0.0,66.3,55.0,-1.2,187.0,0.0
3132,3132,2022-03-01,4467,0.0,71.8,60.0,-0.6,239.0,0.0
3133,3133,2022-04-01,4441,0.0,70.0,60.6,-2.0,333.0,0.0
3134,3134,2022-05-01,4322,0.0,73.4,60.4,-1.3,332.0,0.0
3135,3135,2022-06-01,4269,0.0,71.2,60.7,-2.2,276.0,0.0
3136,3136,2022-07-01,4559,0.0,72.0,62.1,-2.8,293.0,0.0
3137,3137,2022-08-01,3345,0.0,58.0,48.5,-2.5,176.0,0.01
3138,3138,2022-09-01,3760,0.0,59.9,49.2,-1.3,194.0,0.02
3139,3139,2022-10-01,4573,0.0,72.4,60.2,-0.5,250.0,0.0
3140,3140,2022-11-01,4505,0.0,73.6,62.2,-0.9,220.0,0.0
3141,3141,2022-12-01,4615,0.0,73.1,63.0,-2.3,389.0,0.0
3142,3142,2022-01-13,4577,0.0,75.3,63.0,-0.4,326.0,0.01
3143,3143,2022-01-14,5087,0.0,79.5,67.0,-0.2,299.0,0.02
3144,3144,2022-01-15,4045,0.0,66.9,56.4,-2.0,192.0,0.0
3145,3145,2022-01-16,4125,0.0,66.4,55.1,-0.9,213.0,0.0
3146,3146,2022-01-17,4823,0.0,78.0,66.3,-0.6,353.0,0.0
3147,3147,2022-01-18,4898,0.0,79.8,67.0,0.3,262.0,0.0
3148,3148,2022-01-19,4950,0.0,79.6,68.0,-0.3,285.0,0.0
3149,3149,2022-01-20,4788,0.0,77.7,66.1,-0.7,274.0,0.0
3150,3150,2022-01-21,5040,0.0,79.1,67.3,-0.4,266.0,0.05
3151,3151,2022-01-22,3912,0.0,67.6,55.4,0.0,317.0,0.0
3152,3152,2022-01-23,4151,0.0,67.0,55.3,-0.7,253.0,0.0
3153,3153,2022-01-24,4828,0.0,78.1,66.1,-0.4,343.0,0.0
3154,3154,2022-01-25,4918,0.0,80.7,69.0,-0.2,284.0,0.0
3155,3155,2022-01-26,4187,0.0,69.2,57.1,-0.4,274.0,0.05
3156,3156,2022-01-27,4708,0.0,75.8,64.4,-1.1,265.0,0.0
3157,3157,2022-01-28,4997,0.0,78.4,66.9,-1.0,287.0,0.0
3158,3158,2022-01-29,4330,0.0,71.8,60.0,-0.9,210.0,0.0
3159,3159,2022-01-30,4341,0.0,68.6,57.2,-1.3,207.0,0.0
3160,3160,2022-01-31,4489,0.0,71.6,61.8,-3.0,390.0,0.0
3161,3161,2022-01-02,4572,0.0,73.5,61.4,-0.6,225.0,0.0
3162,3162,2022-02-02,4648,0.0,73.4,61.8,-1.3,194.0,0.0
3163,3163,2022-03-02,4520,0.0,76.1,63.9,-0.7,319.0,0.0
3164,3164,2022-04-02,4796,0.0,77.4,66.0,-1.2,281.0,0.0
3165,3165,2022-05-02,4626,0.0,72.7,60.6,-0.2,216.0,0.0
3166,3166,2022-06-02,4236,0.0,67.5,56.1,-1.4,261.0,0.0
3167,3167,2022-07-02,4361,0.0,69.2,59.3,-2.8,183.0,0.0
3168,3168,2022-08-02,4116,0.0,69.6,57.8,-0.7,200.0,0.0
3169,3169,2022-09-02,4196,0.0,69.0,58.0,-1.5,171.0,0.0
3170,3170,2022-10-02,4117,0.0,67.8,57.2,-0.7,365.0,0.0
3171,3171,2022-11-02,4321,0.0,69.3,58.7,-1.9,170.0,0.0
3172,3172,2022-12-02,3930,0.0,64.1,53.2,-1.8,153.0,0.0
3173,3173,2022-02-13,3851,0.0,61.5,51.6,-2.0,221.0,0.0
3174,3174,2022-02-14,3939,0.0,65.1,54.7,-2.0,127.0,0.01
3175,3175,2022-02-15,3917,0.0,65.4,54.4,-1.3,212.0,0.0
3176,3176,2022-02-16,3985,0.0,64.3,54.3,-3.0,248.0,0.0
3177,3177,2022-02-17,3819,0.0,64.3,52.9,-1.5,196.0,0.0
3178,3178,2022-02-18,3959,0.0,65.6,54.2,-1.3,176.0,0.0
3179,3179,2022-02-19,3560,0.0,61.0,50.1,-1.6,171.0,0.0
3180,3180,2022-02-20,3649,0.0,59.4,48.0,-0.8,208.0,0.01
3181,3181,2022-02-21,3705,0.0,61.4,51.7,-2.7,400.0,0.0
3182,3182,2022-02-22,3756,0.0,63.2,51.8,-1.0,164.0,0.0
3183,3183,2022-02-23,3871,0.0,65.1,52.8,-0.7,228.0,0.0
3184,3184,2022-02-24,3759,0.0,64.4,52.5,-1.0,184.0,0.0
3185,3185,2022-02-25,3858,0.0,65.5,53.5,-0.9,170.0,0.0
3186,3186,2022-02-26,3545,0.0,61.8,49.3,-0.7,181.0,0.0
3187,3187,2022-02-27,3577,0.0,59.0,47.6,-0.9,123.0,0.0
3188,3188,2022-02-28,3667,0.0,63.1,51.0,-0.5,216.0,0.0
3189,3189,2022-01-03,3946,0.0,61.0,50.8,-2.4,307.0,0.0
3190,3190,2022-02-03,3624,0.0,63.2,51.7,-1.5,146.0,0.0
3191,3191,2022-03-03,3655,0.0,64.9,51.9,0.4,230.0,0.0
3192,3192,2022-04-03,3796,0.0,65.3,53.4,-0.7,170.0,0.0
3193,3193,2022-05-03,3428,0.0,60.4,51.0,-0.8,338.0,0.02
3194,3194,2022-06-03,3532,0.0,59.9,51.3,-0.7,215.0,0.0
3195,3195,2022-07-03,3673,0.0,63.9,55.2,-0.5,363.0,0.0
3196,3196,2022-08-03,3574,0.0,65.6,56.5,0.2,253.0,0.0
3197,3197,2022-09-03,3589,0.0,63.3,57.1,-2.3,244.0,0.0
3198,3198,2022-10-03,3594,0.0,65.8,57.5,-0.8,164.0,0.0
3199,3199,2022-11-03,3660,0.0,67.0,58.5,-0.8,188.0,0.0
3200,3200,2022-12-03,3394,0.0,63.8,55.1,-0.8,139.0,0.0
3201,3201,2022-03-13,3354,0.0,62.4,54.3,-0.7,160.0,0.0
3202,3202,2022-03-14,3572,0.0,69.0,60.6,-1.0,205.0,0.0
3203,3203,2022-03-17,3797,0.0,73.6,62.5,-0.9,192.0,0.0
3204,3204,2022-03-18,2865,0.0,61.3,49.9,-1.5,87.0,0.01
3205,3205,2022-03-19,3387,0.0,70.0,57.6,-0.7,169.0,0.0
3206,3206,2022-03-20,3498,0.0,74.2,61.7,-0.6,206.0,0.0
3207,3207,2022-03-21,4041,0.0,83.8,71.0,0.1,183.0,0.0
3208,3208,2022-03-22,3954,0.0,83.8,70.7,0.0,157.0,0.0
3209,3209,2022-03-23,4004,0.0,83.6,72.3,-1.3,128.0,0.01
3210,3210,2022-03-24,3977,0.0,83.9,72.1,-1.2,38.0,0.0
3211,3211,2022-03-25,4004,0.0,85.0,71.0,-1.4,91.0,0.0
3212,3212,2022-03-26,4004,0.0,84.9,65.8,3.8,404.0,0.03
3213,3213,2022-03-27,3558,0.0,77.4,65.0,-1.7,88.0,0.0
3214,3214,2022-03-28,4025,0.0,84.7,73.0,-0.9,102.0,0.0
3215,3215,2022-03-29,4241,0.0,89.1,76.6,-0.2,205.0,0.01
3216,3216,2022-03-30,4445,0.0,92.6,80.2,-0.1,208.0,0.02
3217,3217,2022-01-04,4416,0.0,93.2,82.4,-1.0,115.0,0.0
3218,3218,2022-02-04,4111,0.0,89.7,77.5,-0.4,97.0,0.0
3219,3219,2022-03-04,4184,0.0,87.3,75.1,-0.2,210.0,0.0
3220,3220,2022-04-04,4494,0.0,94.5,82.5,-0.9,128.0,0.0
3221,3221,2022-05-04,4590,0.0,95.7,84.1,-1.0,194.0,0.0
3222,3222,2022-06-04,4675,0.0,97.9,85.9,-0.7,139.0,0.0
3223,3223,2022-07-04,4857,0.0,99.4,87.0,-0.4,234.0,0.01
3224,3224,2022-08-04,4999,0.0,101.9,89.6,-2.0,101.0,0.0
3225,3225,2022-09-04,4803,0.0,100.7,88.3,-1.5,214.0,0.0
3226,3226,2022-10-04,4936,0.0,98.5,83.2,-1.7,229.0,0.01
3227,3227,2022-11-04,5390,0.0,108.8,88.3,-0.9,137.0,0.0
3228,3228,2022-12-04,5197,0.0,110.0,91.5,-2.4,132.0,0.0
3229,3229,2022-04-13,5224,0.0,108.8,92.0,-2.8,47.0,0.0
3230,3230,2022-04-14,5057,0.0,105.5,91.5,-2.2,112.0,0.01
3231,3231,2022-04-15,4975,0.0,104.7,90.1,-1.7,109.0,0.0
3232,3232,2022-04-16,4974,0.0,103.3,89.2,-2.2,94.0,0.0
3233,3233,2022-04-17,5146,0.0,101.7,86.7,-1.4,82.0,0.0
3234,3234,2022-04-18,5584,0.0,112.6,97.9,-1.1,250.0,0.0
3235,3235,2022-04-19,5628,0.0,115.6,98.8,-1.6,192.0,0.0
3236,3236,2022-04-20,5652,0.0,116.0,98.7,-2.8,116.0,0.0
3237,3237,2022-04-21,5632,0.0,112.2,94.4,-2.6,151.0,0.0
3238,3238,2022-04-22,5310,0.0,98.4,93.1,-1.8,233.0,0.0
3239,3239,2022-04-23,5082,0.0,104.9,89.0,-1.9,199.0,0.0
3240,3240,2022-04-24,5194,0.0,101.7,84.1,-2.5,37.0,0.0
3241,3241,2022-04-25,5525,0.0,111.3,93.0,-3.3,251.0,0.0
3242,3242,2022-04-26,5602,0.0,113.9,90.0,-1.7,164.0,0.0
3243,3243,2022-04-27,5739,0.0,116.6,92.0,-2.4,128.0,0.0
3244,3244,2022-04-28,5942,0.0,121.2,95.0,-1.6,180.0,0.0
3245,3245,2022-04-29,6096,0.0,123.7,94.8,-2.1,172.0,0.0
3246,3246,2022-04-30,5970,0.0,121.5,90.1,-1.9,135.0,0.0
3247,3247,2022-01-05,5993,0.0,117.7,91.3,-2.5,129.0,0.0
3248,3248,2022-02-05,6123,0.0,125.4,100.1,-0.8,240.0,0.0
3249,3249,2022-03-05,6127,0.0,116.7,100.7,-8.4,723.0,0.0
3250,3250,2022-04-05,6121,0.0,118.5,99.3,-3.5,193.0,0.0
3251,3251,2022-05-05,5371,0.0,103.8,94.6,-4.1,143.0,0.0
3252,3252,2022-06-05,5463,0.0,113.3,100.5,-1.5,200.0,0.0
3253,3253,2022-07-05,5426,0.0,110.7,96.1,-2.1,130.0,0.0
3254,3254,2022-08-05,5762,0.0,110.0,95.1,-1.3,149.0,0.0
3255,3255,2022-09-05,6057,0.0,122.4,106.0,-1.3,171.0,0.0
3256,3256,2022-10-05,6189,0.0,125.9,109.7,-1.2,205.0,0.0
3257,3257,2022-11-05,6520,0.0,129.8,113.1,0.1,225.0,0.0
3258,3258,2022-12-05,6752,0.0,136.2,123.3,-1.2,231.0,0.0
3259,3259,2022-05-13,6781,0.0,135.8,123.3,-2.2,198.0,0.0
3260,3260,2022-05-14,6714,0.0,130.7,117.4,-0.8,266.0,0.02
3261,3261,2022-05-15,6631,0.0,125.6,112.2,-1.4,151.0,0.0
3262,3262,2022-05-16,6686,0.0,130.8,118.6,-2.1,171.0,0.0
3263,3263,2022-05-17,6679,0.0,132.8,119.8,-1.9,268.0,0.0
3264,3264,2022-05-18,6657,0.0,136.0,121.8,0.1,459.0,0.0
3265,3265,2022-05-19,7008,0.0,138.1,122.8,-0.2,230.0,0.0
3266,3266,2022-05-20,6815,0.0,133.7,126.9,-8.7,206.0,0.0
3267,3267,2022-05-21,6412,0.0,129.1,115.2,-1.0,218.0,0.0
3268,3268,2022-05-22,5935,0.0,115.1,102.9,-2.7,147.0,0.0
3269,3269,2022-05-23,6052,0.0,99.2,88.1,-1.4,368.0,0.0
3270,3270,2022-05-24,4462,0.0,91.1,80.7,-1.3,226.0,0.0
3271,3271,2022-05-25,4771,0.0,100.3,88.9,-1.0,110.0,0.0
3272,3272,2022-05-26,5115,0.0,105.6,94.4,-1.2,104.0,0.0
3273,3273,2022-05-27,5680,0.0,113.9,103.2,-1.7,79.0,0.0
3274,3274,2022-05-28,6133,0.0,118.4,107.5,-1.3,179.0,0.0
3275,3275,2022-05-29,5967,0.0,118.4,107.8,-1.9,242.0,0.0
3276,3276,2022-05-30,6357,0.0,120.6,111.8,-3.3,135.0,0.0
3277,3277,2022-05-31,6115,0.0,120.0,109.8,-1.9,182.0,0.0
3278,3278,2022-01-06,6091,0.0,123.5,111.5,-0.1,223.0,0.0
3279,3279,2022-02-06,6442,0.0,128.9,116.7,-0.2,244.0,0.0
3280,3280,2022-03-06,6518,0.0,130.5,119.2,-0.7,204.0,0.0
