,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
1621,1621,2017-10-27,3641,0.0,71.8,59.0,-0.5,95.0,0.0
1622,1622,2017-10-28,3721,0.0,72.6,60.7,-1.4,111.0,0.0
1623,1623,2017-10-29,4085,0.0,83.6,56.0,13.5,724.0,0.0
1624,1624,2017-10-30,3279,0.0,65.6,52.6,-1.2,52.0,0.0
1625,1625,2017-10-31,3600,0.0,69.9,57.4,-0.7,177.0,0.0
1626,1626,2017-01-11,3602,0.0,69.0,58.1,-0.6,138.0,0.0
1627,1627,2017-02-11,3626,0.0,68.5,58.9,-0.1,200.0,0.1
1628,1628,2017-03-11,3681,0.0,69.1,59.5,0.7,224.0,0.0
1629,1629,2017-04-11,3593,0.0,69.0,59.2,1.5,377.0,0.0
1630,1630,2017-05-11,3313,0.0,64.7,53.7,0.7,200.0,0.0
1631,1631,2017-06-11,3187,0.0,61.8,52.3,0.5,146.0,0.0
1632,1632,2017-07-11,3466,0.0,66.0,54.3,-1.2,136.0,0.0
1633,1633,2017-08-11,3484,0.0,66.4,54.6,-1.1,138.0,0.0
1634,1634,2017-09-11,3649,11.0,65.7,51.7,-1.2,218.0,0.0
1635,1635,2017-10-11,3476,0.0,64.1,48.1,-1.9,167.0,0.0
1636,1636,2017-11-11,3516,0.0,64.5,47.8,-1.2,111.0,0.0
1637,1637,2017-12-11,3245,0.0,60.2,44.6,-1.9,116.0,0.0
1638,1638,2017-11-13,3133,0.0,57.4,42.0,-1.0,206.0,0.0
1639,1639,2017-11-14,3312,0.0,62.1,46.2,0.3,258.0,0.0
1640,1640,2017-11-15,3331,0.0,62.8,47.6,-0.6,148.0,0.0
1641,1641,2017-11-16,3301,0.0,62.3,47.7,-1.1,179.0,0.0
1642,1642,2017-11-17,3326,0.0,63.1,48.5,-0.8,239.0,0.0
1643,1643,2017-11-18,3439,0.0,64.7,49.6,1.2,129.0,0.0
1644,1644,2017-11-19,3186,0.0,60.3,45.2,-0.3,111.0,0.0
1645,1645,2017-11-20,3196,0.0,57.2,43.6,-0.6,169.0,0.0
1646,1646,2017-11-21,3272,0.0,60.6,46.0,-0.6,147.0,0.0
1647,1647,2017-11-22,3304,0.0,56.0,43.1,-0.5,182.0,0.0
1648,1648,2017-11-23,3269,0.0,59.9,43.7,-1.8,173.0,0.0
1649,1649,2017-11-24,3373,0.0,61.1,43.8,-0.9,190.0,0.0
1650,1650,2017-11-25,3541,0.0,61.5,44.4,-0.6,225.0,0.0
1651,1651,2017-11-26,3305,0.0,58.6,44.9,-1.0,132.0,0.0
1652,1652,2017-11-27,3362,0.0,56.8,44.6,-1.0,172.0,0.0
1653,1653,2017-11-28,3412,0.0,60.3,46.2,-0.5,187.0,0.0
1654,1654,2017-11-29,3269,0.0,60.2,46.7,-1.5,148.0,0.0
1655,1655,2017-11-30,3432,0.0,61.6,46.7,0.4,219.0,0.0
1656,1656,2017-01-12,3394,0.0,62.3,47.3,0.2,222.0,0.0
1657,1657,2017-02-12,3508,0.0,62.1,49.2,-0.4,168.0,0.0
1658,1658,2017-03-12,3369,0.0,58.3,45.6,-0.8,187.0,0.0
1659,1659,2017-04-12,3315,0.0,58.0,44.3,0.2,111.0,0.1
1660,1660,2017-05-12,3353,0.0,60.3,47.2,-0.4,129.0,0.0
1661,1661,2017-06-12,3457,0.0,62.2,48.5,0.2,250.0,0.0
1662,1662,2017-07-12,3618,0.0,62.9,49.4,0.0,155.0,0.0
1663,1663,2017-08-12,3477,0.0,61.6,49.3,-1.1,143.0,0.0
1664,1664,2017-09-12,3565,0.0,62.3,49.9,-1.3,124.0,0.0
1665,1665,2017-10-12,3432,0.0,60.0,43.5,1.2,800.0,0.0
1666,1666,2017-11-12,3169,0.0,56.0,38.6,-0.3,236.0,0.0
1667,1667,2017-12-12,3509,0.0,60.8,45.8,-1.3,111.0,0.0
1668,1668,2017-12-13,3503,0.0,61.8,51.3,0.2,210.0,0.0
1669,1669,2017-12-14,3605,0.0,63.9,49.5,0.4,203.0,0.0
1670,1670,2017-12-15,3673,0.0,64.5,46.5,0.5,282.0,0.0
1671,1671,2017-12-16,3901,0.0,66.6,48.7,0.6,304.0,0.0
1672,1672,2017-12-17,3706,0.0,63.6,46.9,-0.8,180.0,0.0
1673,1673,2017-12-18,3838,0.0,61.5,43.7,-0.2,213.0,0.0
1674,1674,2017-12-19,3778,0.0,65.1,51.5,-0.1,329.0,0.0
1675,1675,2017-12-20,3637,0.0,65.4,52.5,-0.5,303.0,0.0
1676,1676,2017-12-21,3861,0.0,66.6,52.7,0.2,302.0,0.0
1677,1677,2017-12-22,3723,0.0,65.9,53.1,-0.5,186.0,0.0
1678,1678,2017-12-23,3940,0.0,66.8,54.0,-0.7,196.0,0.0
1679,1679,2017-12-24,3699,0.0,62.2,49.5,-0.8,142.0,0.0
1680,1680,2017-12-25,3651,0.0,59.8,46.8,-0.5,149.0,0.0
1681,1681,2017-12-26,3810,0.0,61.9,48.2,0.3,243.0,0.0
1682,1682,2017-12-27,3791,0.0,64.5,52.3,-1.2,380.0,0.0
1683,1683,2017-12-28,3844,0.0,65.6,52.7,-0.5,111.0,0.0
1684,1684,2017-12-29,3716,0.0,65.5,52.7,-0.5,235.0,0.0
1685,1685,2017-12-30,3971,0.0,65.8,53.0,-0.6,228.0,0.0
1686,1686,2017-12-31,3634,0.0,62.1,49.3,-0.6,190.0,0.0
1687,1687,2018-01-01,3664,0.0,60.1,49.4,-1.1,149.0,0.0
1688,1688,2018-02-01,3954,0.0,63.7,51.8,-1.0,218.0,0.0
1689,1689,2018-03-01,3959,0.0,65.7,52.3,-0.1,236.0,0.0
1690,1690,2018-04-01,4217,0.0,68.0,54.9,-0.3,181.0,0.0
1691,1691,2018-05-01,4022,0.0,67.5,55.8,-1.4,374.0,0.0
1692,1692,2018-07-01,4107,3.0,66.7,53.4,-1.5,213.0,0.4
1693,1693,2018-08-01,4017,0.0,64.6,50.3,-0.5,329.0,0.0
1694,1694,2018-09-01,4181,0.0,68.6,53.4,-1.4,198.0,0.0
1695,1695,2018-10-01,4124,0.0,68.9,51.4,-0.9,201.0,0.0
1696,1696,2018-11-01,4214,0.0,69.3,51.9,-0.7,206.0,0.0
1697,1697,2018-12-01,4117,0.0,68.5,51.0,-0.8,188.0,0.0
1698,1698,2018-01-13,4205,0.0,69.3,51.9,-0.7,273.0,0.0
1699,1699,2018-01-14,3926,0.0,63.5,49.3,-1.7,214.0,0.0
1700,1700,2018-01-15,3932,0.0,61.7,46.9,-0.9,354.0,0.0
1701,1701,2018-01-16,3970,0.0,65.5,49.1,-1.7,226.0,0.0
1702,1702,2018-01-17,3839,0.0,65.5,48.4,-1.7,103.0,0.0
1703,1703,2018-01-18,4003,0.0,68.1,49.7,-0.2,215.0,0.0
1704,1704,2018-01-19,3929,0.0,67.3,49.7,-0.8,240.0,0.0
1705,1705,2018-01-20,3959,0.0,66.8,50.8,-2.2,380.0,0.0
1706,1706,2018-01-21,3771,0.0,64.3,46.7,-0.7,211.0,0.0
1707,1707,2018-01-22,3854,0.0,62.0,44.4,-0.7,111.0,0.0
1708,1708,2018-01-23,3857,0.0,65.0,47.8,-1.0,187.0,0.0
1709,1709,2018-01-24,3736,0.0,65.3,47.7,-0.6,211.0,0.0
1710,1710,2018-01-25,4043,0.0,68.6,50.4,0.0,228.0,0.0
1711,1711,2018-01-26,3981,0.0,68.2,51.8,-0.4,251.0,0.1
1712,1712,2018-01-27,3542,0.0,57.7,43.9,0.4,359.0,0.0
1713,1713,2018-01-28,3887,0.0,65.1,49.8,-0.3,227.0,0.0
1714,1714,2018-01-29,3985,0.0,63.2,50.5,0.5,311.0,0.0
1715,1715,2018-01-30,4030,0.0,67.4,52.9,-0.1,259.0,0.0
1716,1716,2018-01-31,3814,0.0,66.5,50.3,-0.5,167.0,0.0
1717,1717,2018-01-02,3968,0.0,66.5,49.7,-1.3,238.0,0.0
1718,1718,2018-02-02,3968,0.0,66.5,49.7,-1.3,238.0,0.0
1719,1719,2018-03-02,3707,0.0,64.8,48.1,-1.8,168.0,0.0
1720,1720,2018-04-02,3592,0.0,61.0,43.2,-1.1,209.0,0.0
1721,1721,2018-05-02,3682,0.0,59.7,42.4,0.1,194.0,0.1
1722,1722,2018-06-02,3725,0.0,63.8,46.6,-1.0,228.0,0.0
1723,1723,2018-07-02,3743,0.0,63.8,47.5,-1.3,162.0,0.0
1724,1724,2018-08-02,3794,0.0,65.2,51.7,0.1,247.0,0.0
1725,1725,2018-09-02,3707,0.0,65.5,51.5,0.5,231.0,0.0
1726,1726,2018-10-02,3880,0.0,66.5,52.4,0.4,248.0,0.0
1727,1727,2018-11-02,3708,0.0,62.2,48.6,0.6,224.0,0.0
1728,1728,2018-12-02,3671,0.0,60.6,47.1,0.0,327.0,0.0
1729,1729,2018-02-13,3695,0.0,63.7,51.5,-1.4,161.0,0.0
1730,1730,2018-02-14,3780,0.0,63.7,50.5,-1.2,143.0,0.0
1731,1731,2018-02-15,3924,0.0,64.0,50.5,0.0,297.0,0.0
1732,1732,2018-02-16,3638,0.0,63.1,50.5,-0.9,154.0,0.0
1733,1733,2018-02-17,3809,0.0,64.8,52.3,-0.9,169.0,0.0
1734,1734,2018-02-18,3532,0.0,60.7,48.3,-1.0,153.0,0.0
1735,1735,2018-02-19,3554,0.0,58.4,46.1,-1.1,185.0,0.0
1736,1736,2018-02-20,3539,0.0,61.1,49.0,-1.3,175.0,0.0
1737,1737,2018-02-21,3533,0.0,61.7,49.3,-1.0,179.0,0.0
1738,1738,2018-02-22,3485,0.0,61.8,49.0,-0.2,217.0,0.1
1739,1739,2018-02-23,3430,0.0,62.4,49.2,-0.2,182.0,0.0
1740,1740,2018-02-24,3520,0.0,63.9,50.7,-0.2,188.0,0.0
1741,1741,2018-02-25,3337,0.0,60.7,47.8,-0.4,206.0,0.0
1742,1742,2018-02-26,3314,0.0,58.1,45.8,-0.6,174.0,0.0
1743,1743,2018-02-27,3369,0.0,61.2,48.7,-0.6,145.0,0.0
1744,1744,2018-02-28,3398,0.0,65.2,49.2,-0.4,152.0,0.0
1745,1745,2018-01-03,3498,1.0,63.4,49.9,-0.2,171.0,0.0
1746,1746,2018-02-03,3441,0.0,59.6,47.3,-1.1,171.0,0.0
1747,1747,2018-03-03,2347,0.0,46.1,40.0,-1.2,171.0,0.0
1748,1748,2018-04-03,2887,0.0,53.2,49.1,-0.5,148.0,0.0
1749,1749,2018-05-03,3043,0.0,55.6,50.9,-0.1,174.0,0.0
1750,1750,2018-06-03,3251,0.0,60.7,53.6,-1.2,124.0,0.0
1751,1751,2018-07-03,3256,0.0,61.9,52.0,-1.0,163.0,0.0
1752,1752,2018-08-03,3298,0.0,62.8,54.7,0.1,229.0,0.0
1753,1753,2018-09-03,3330,0.0,64.1,52.7,0.2,254.0,0.0
1754,1754,2018-10-03,3432,0.0,65.2,53.3,-0.9,254.0,0.0
1755,1755,2018-11-03,3234,0.0,61.2,49.2,0.5,254.0,0.0
1756,1756,2018-12-03,3161,0.0,59.9,46.9,0.2,150.0,0.0
1757,1757,2018-03-13,3388,0.0,65.5,52.4,0.3,210.0,0.0
1758,1758,2018-03-14,3424,0.0,67.2,52.1,0.4,272.0,0.0
1759,1759,2018-03-15,3558,0.0,68.9,52.4,0.3,220.0,0.0
1760,1760,2018-03-16,3539,0.0,69.7,53.7,-0.6,144.0,0.0
1761,1761,2018-03-17,3560,0.0,69.9,57.7,-0.1,251.0,0.0
1762,1762,2018-03-18,3256,0.0,65.3,53.3,-0.1,150.0,0.0
1763,1763,2018-03-19,3112,0.0,61.9,50.8,-0.5,135.0,0.0
1764,1764,2018-03-20,3446,0.0,67.6,56.7,-0.8,153.0,0.0
1765,1765,2018-03-21,3506,0.0,69.7,57.5,0.5,186.0,0.0
1766,1766,2018-03-22,3541,0.0,70.3,58.6,-0.1,162.0,0.2
1767,1767,2018-03-23,3523,0.0,69.8,55.1,-0.1,139.0,0.1
1768,1768,2018-03-24,3576,0.0,76.1,54.3,-0.5,193.0,0.0
1769,1769,2018-03-25,3295,0.0,66.7,51.6,-0.2,168.0,0.0
1770,1770,2018-03-26,3045,0.0,62.9,51.2,-1.5,179.0,0.0
1771,1771,2018-03-27,3572,0.0,70.5,59.7,0.5,168.0,0.0
1772,1772,2018-03-28,3688,0.0,73.4,62.1,0.5,174.0,0.0
1773,1773,2018-03-29,3654,0.0,75.0,64.2,-0.9,168.0,0.1
1774,1774,2018-03-30,3659,0.0,74.5,59.5,-0.7,112.0,0.3
1775,1775,2018-03-31,3675,0.0,75.5,61.4,-0.6,145.0,0.1
1776,1776,2018-01-04,3564,0.0,73.7,60.4,-2.0,76.0,0.0
1777,1777,2018-02-04,3369,0.0,70.4,57.6,-2.5,2079.0,0.0
1778,1778,2018-03-04,3885,0.0,79.0,64.5,0.1,0.0,0.0
1779,1779,2018-04-04,4024,0.0,83.0,67.1,0.0,135.0,0.0
1780,1780,2018-05-04,4187,0.0,87.8,69.1,0.0,168.0,0.0
1781,1781,2018-06-04,4339,0.0,89.9,71.7,0.1,175.0,0.1
1782,1782,2018-07-04,4318,0.0,85.9,67.6,-1.5,378.0,0.1
1783,1783,2018-08-04,3593,0.0,75.4,61.1,-2.7,202.0,0.0
1784,1784,2018-09-04,3596,0.0,77.8,61.4,-0.8,159.0,0.0
1785,1785,2018-10-04,3727,0.0,79.8,62.3,-1.9,66.0,0.1
1786,1786,2018-11-04,3983,6.0,82.0,64.7,-2.7,54.0,0.0
1787,1787,2018-12-04,3888,0.0,80.9,63.1,-2.0,48.0,0.0
1788,1788,2018-04-13,3841,0.0,78.3,61.7,-3.2,18.0,0.0
1789,1789,2018-04-14,3833,0.0,80.1,63.3,-2.8,14.0,0.0
1790,1790,2018-04-15,3615,0.0,77.4,59.4,-1.5,66.0,0.0
1791,1791,2018-04-16,3806,0.0,78.6,59.8,-1.4,107.0,0.0
1792,1792,2018-04-17,4168,0.0,87.8,67.9,-0.7,247.0,0.0
1793,1793,2018-04-18,4380,0.0,90.2,71.9,-1.3,163.0,0.1
1794,1794,2018-04-19,4437,0.0,91.8,73.0,-1.2,64.0,0.3
1795,1795,2018-04-20,4628,0.0,95.0,73.0,-0.6,64.0,0.0
1796,1796,2018-04-21,4630,0.0,94.9,73.4,-0.5,178.0,0.0
1797,1797,2018-04-22,4195,0.0,88.3,71.6,-1.4,195.0,0.2
1798,1798,2018-04-23,3821,0.0,79.5,63.3,-1.9,198.0,0.0
1799,1799,2018-04-24,4147,0.0,85.8,69.2,-1.4,87.0,0.0
1800,1800,2018-04-25,4373,0.0,89.6,74.4,-2.4,66.0,0.0
1801,1801,2018-04-26,4596,0.0,94.0,75.8,-2.4,129.0,0.1
1802,1802,2018-04-27,4857,0.0,99.2,77.2,-0.6,150.0,0.1
1803,1803,2018-04-28,5094,0.0,103.9,80.3,-0.2,150.0,0.0
1804,1804,2018-04-29,4862,0.0,105.5,78.5,-0.3,151.0,0.0
1805,1805,2018-04-30,4796,0.0,97.8,75.7,-0.7,206.0,0.0
1806,1806,2018-01-05,5181,0.0,102.3,80.5,-0.5,166.0,0.0
1807,1807,2018-02-05,5090,0.0,104.3,83.1,-2.6,51.0,0.0
1808,1808,2018-03-05,5149,0.0,100.0,78.3,-3.3,55.0,0.0
1809,1809,2018-04-05,4552,0.0,93.7,78.5,-2.5,3868.0,0.0
1810,1810,2018-05-05,4789,0.0,97.6,83.3,-1.4,94.0,0.0
1811,1811,2018-06-05,4747,0.0,98.7,84.8,-1.5,4036.0,0.0
1812,1812,2018-07-05,4894,0.0,95.2,82.4,-2.1,144.0,0.0
1813,1813,2018-08-05,4968,0.0,102.7,89.0,-1.3,98.0,0.0
1814,1814,2018-09-05,4687,0.0,97.1,82.0,-1.0,181.0,0.2
1815,1815,2018-10-05,4730,0.0,95.5,82.3,-2.4,71.0,0.1
1816,1816,2018-11-05,4881,0.0,97.2,83.5,-1.9,97.0,0.0
1817,1817,2018-12-05,5272,0.0,105.5,88.0,0.4,443.0,0.0
1818,1818,2018-05-13,5364,0.0,108.7,89.2,0.3,290.0,0.0
1819,1819,2018-05-14,5338,0.0,100.3,81.0,-2.4,152.0,0.1
1820,1820,2018-05-15,4896,0.0,98.0,80.0,-1.8,138.0,0.0
1821,1821,2018-05-16,5289,0.0,105.9,84.1,-0.3,169.0,0.0
1822,1822,2018-05-17,5328,0.0,103.2,82.3,-3.7,164.0,0.0
1823,1823,2018-05-18,5342,0.0,108.5,82.2,-1.2,280.0,0.0
1824,1824,2018-05-19,5537,0.0,110.4,84.3,-1.8,117.0,0.0
1825,1825,2018-05-20,5448,0.0,108.8,84.3,-1.4,161.0,0.0
1826,1826,2018-05-21,5282,0.0,103.7,80.7,-0.9,262.0,0.0
1827,1827,2018-05-22,5532,0.0,111.3,85.8,-1.2,165.0,0.1
1828,1828,2018-05-23,5735,0.0,116.6,87.7,-0.9,183.0,0.0
1829,1829,2018-05-24,6029,0.0,121.6,94.4,-1.2,172.0,0.0
1830,1830,2018-05-25,5949,0.0,123.1,94.1,-1.1,187.0,0.1
1831,1831,2018-05-26,5912,0.0,119.7,95.0,-1.9,215.0,0.0
1832,1832,2018-05-27,5822,0.0,116.5,86.8,-0.5,276.0,0.0
1833,1833,2018-05-28,5835,2.0,113.0,83.8,-0.1,325.0,0.6
1834,1834,2018-05-29,6149,0.0,125.1,94.4,0.8,260.0,0.0
1835,1835,2018-05-30,6254,0.0,128.4,96.0,0.6,321.0,0.1
1836,1836,2018-05-31,6343,10.0,128.5,97.7,-0.7,248.0,0.1
1837,1837,2018-01-06,6346,0.0,129.8,100.2,-1.4,173.0,0.0
1838,1838,2018-02-06,6570,0.0,130.3,102.2,-2.1,143.0,0.0
1839,1839,2018-03-06,5686,0.0,118.3,92.0,-0.4,245.0,0.0
1840,1840,2018-04-06,5833,0.0,111.8,91.1,-3.0,95.0,0.0
1841,1841,2018-05-06,6325,0.0,127.8,103.1,-1.2,149.0,0.0
1842,1842,2018-06-06,6535,0.0,134.1,107.6,-2.2,139.0,0.0
1843,1843,2018-07-06,6372,0.0,129.5,104.6,-2.4,254.0,1.0
1844,1844,2018-08-06,6492,0.0,131.0,105.2,-2.4,109.0,0.0
1845,1845,2018-09-06,6913,0.0,137.4,109.8,-1.8,257.0,0.2
1846,1846,2018-10-06,6326,0.0,122.1,95.7,-2.6,174.0,1.4
1847,1847,2018-11-06,5884,0.0,110.4,86.7,-2.9,129.0,0.1
1848,1848,2018-12-06,6317,0.0,126.4,102.9,-2.5,120.0,0.1
1849,1849,2018-06-13,6623,0.0,135.5,108.5,-1.9,147.0,1.4
1850,1850,2018-06-14,6614,0.0,137.9,111.3,-1.5,312.0,0.0
1851,1851,2018-06-15,6540,0.0,134.9,110.2,-2.0,196.0,0.1
1852,1852,2018-06-16,6429,0.0,132.4,107.9,-2.3,190.0,0.1
1853,1853,2018-06-17,6254,0.0,124.7,100.7,-2.2,194.0,0.1
1854,1854,2018-06-18,6001,0.0,113.1,89.7,-2.5,218.0,0.0
1855,1855,2018-06-19,5694,0.0,117.8,93.8,-1.9,189.0,0.1
1856,1856,2018-06-20,5900,0.0,118.7,95.5,-2.0,174.0,0.0
1857,1857,2018-06-21,6204,0.0,126.6,97.2,-0.1,288.0,0.0
1858,1858,2018-06-22,6330,0.0,132.5,99.7,-1.5,201.0,0.0
1859,1859,2018-06-23,6619,0.0,135.2,103.3,-1.6,99.0,0.1
1860,1860,2018-06-24,6462,0.0,133.0,103.2,-0.3,240.0,0.1
1861,1861,2018-06-25,6275,0.0,126.1,96.9,-0.9,200.0,0.0
1862,1862,2018-06-26,6750,0.0,136.3,106.7,-0.7,187.0,0.1
1863,1863,2018-06-27,6512,0.0,130.4,101.9,-2.5,145.0,0.0
1864,1864,2018-06-28,6068,0.0,122.2,96.4,-1.8,187.0,0.1
1865,1865,2018-06-29,5559,0.0,114.3,93.1,-0.8,280.0,0.1
1866,1866,2018-06-30,5400,0.0,114.9,93.5,-1.8,146.0,0.1
1867,1867,2018-01-07,5621,0.0,113.1,93.2,-0.8,87.0,0.0
1868,1868,2018-02-07,5759,0.0,113.2,92.8,-0.8,129.0,0.0
1869,1869,2018-03-07,6128,0.0,119.9,97.4,-1.4,254.0,0.0
1870,1870,2018-04-07,5968,0.0,117.3,93.1,-1.3,190.0,0.1
1871,1871,2018-05-07,5955,0.0,120.3,96.4,-2.6,75.0,0.0
1872,1872,2018-06-07,6193,0.0,122.0,97.4,-1.1,151.0,0.0
1873,1873,2018-07-07,6094,0.0,123.9,99.1,-0.6,128.0,0.1
1874,1874,2018-08-07,6058,0.0,124.7,99.7,-1.2,170.0,0.1
1875,1875,2018-09-07,6373,0.0,123.3,97.2,0.0,191.0,0.2
1876,1876,2018-10-07,6924,0.0,139.0,109.3,0.9,220.0,0.1
1877,1877,2018-11-07,6893,0.0,139.7,109.2,-1.0,295.0,0.0
1878,1878,2018-12-07,6503,0.0,135.5,106.6,-1.7,144.0,0.1
1879,1879,2018-07-13,6573,0.0,130.9,103.7,-1.4,334.0,0.3
1880,1880,2018-07-14,6030,0.0,120.7,94.3,-2.7,95.0,0.0
1881,1881,2018-07-15,5234,0.0,109.4,86.0,-2.1,160.0,0.1
1882,1882,2018-07-16,5760,0.0,109.5,88.8,-2.4,93.0,0.0
1883,1883,2018-07-17,5663,0.0,119.2,97.5,-2.4,69.0,0.1
1884,1884,2018-07-18,6216,0.0,122.9,100.0,-2.8,107.0,0.1
1885,1885,2018-07-19,6270,0.0,127.9,102.5,-1.7,128.0,0.0
1886,1886,2018-07-20,6365,0.0,128.6,102.7,-1.9,127.0,0.1
1887,1887,2018-07-21,6034,0.0,123.0,94.5,-2.6,154.0,0.0
1888,1888,2018-07-22,5562,0.0,112.9,91.3,-1.4,278.0,0.0
1889,1889,2018-07-23,4996,0.0,101.3,83.5,-2.7,66.0,0.0
1890,1890,2018-07-24,5556,0.0,112.5,92.0,-1.8,74.0,0.0
1891,1891,2018-07-25,5990,0.0,120.2,97.7,-1.2,130.0,0.0
1892,1892,2018-07-26,5734,0.0,118.1,92.6,-2.3,186.0,0.0
1893,1893,2018-07-27,5307,0.0,104.9,86.5,-3.2,5.0,0.0
1894,1894,2018-07-28,4811,0.0,100.0,85.6,0.0,183.0,0.0
1895,1895,2018-07-29,4424,0.0,95.1,81.6,0.5,313.0,0.1
1896,1896,2018-07-30,5290,0.0,94.6,84.7,-0.7,320.0,0.0
1897,1897,2018-07-31,5597,3.0,108.6,99.0,-0.9,166.0,0.5
1898,1898,2018-01-08,5388,0.0,113.6,100.3,-1.7,181.0,0.1
1899,1899,2018-02-08,5742,0.0,112.6,96.8,-1.3,132.0,0.0
1900,1900,2018-03-08,5893,0.0,118.1,99.9,-0.6,176.0,0.0
1901,1901,2018-04-08,5637,0.0,117.2,95.8,-2.5,84.0,0.0
1902,1902,2018-05-08,5615,0.0,115.5,90.8,0.2,202.0,0.1
1903,1903,2018-06-08,5555,0.0,109.6,87.1,0.2,184.0,0.1
1904,1904,2018-07-08,5044,0.0,105.7,87.6,-1.8,84.0,0.0
1905,1905,2018-08-08,5081,0.0,105.0,89.2,-0.9,129.0,0.1
1906,1906,2018-09-08,5355,0.0,109.9,92.7,0.0,351.0,0.2
1907,1907,2018-10-08,5822,0.0,116.9,100.2,-0.7,221.0,0.0
1908,1908,2018-11-08,5731,0.0,120.7,99.3,-1.7,129.0,0.0
1909,1909,2018-12-08,5755,0.0,117.6,95.9,-0.7,181.0,0.1
1910,1910,2018-08-13,5591,0.0,110.4,91.8,0.3,210.0,0.1
1911,1911,2018-08-14,5629,0.0,114.9,96.5,-1.5,132.0,0.0
1912,1912,2018-08-15,5777,0.0,117.3,101.0,-1.4,190.0,0.0
1913,1913,2018-08-16,5665,0.0,102.7,92.0,-1.6,184.0,0.1
1914,1914,2018-08-17,5773,0.0,116.6,103.9,-2.0,85.0,0.0
1915,1915,2018-08-18,5890,0.0,121.0,106.2,-1.2,79.0,0.0
1916,1916,2018-08-19,5704,6.0,117.9,102.3,-1.9,93.0,0.2
1917,1917,2018-08-20,5357,0.0,108.0,92.5,-1.8,131.0,0.0
1918,1918,2018-08-21,5752,0.0,117.6,100.4,-1.4,132.0,0.0
1919,1919,2018-08-22,5852,21.0,119.4,98.0,-1.4,226.0,0.1
1920,1920,2018-08-23,5687,0.0,117.3,95.4,-0.8,158.0,0.0
1921,1921,2018-08-24,5687,0.0,117.3,95.4,-0.8,158.0,0.0
1922,1922,2018-08-25,5453,0.0,111.9,90.5,-1.2,123.0,0.0
1923,1923,2018-08-26,5253,0.0,107.6,87.1,-2.2,46.0,0.0
1924,1924,2018-08-27,5122,0.0,98.0,76.4,-0.7,175.0,0.0
1925,1925,2018-08-28,5378,0.0,111.7,87.5,-0.2,142.0,0.0
1926,1926,2018-08-29,5152,0.0,107.6,88.3,-1.0,107.0,0.2
1927,1927,2018-08-30,5049,0.0,106.4,84.6,-0.6,189.0,0.1
1928,1928,2018-08-31,5530,0.0,111.0,88.1,-0.3,176.0,0.0
1929,1929,2018-01-09,5556,0.0,116.4,91.9,0.4,172.0,0.1
1930,1930,2018-02-09,5346,0.0,104.0,81.3,0.4,263.0,0.0
1931,1931,2018-03-09,4577,0.0,91.0,71.8,-1.4,106.0,0.0
1932,1932,2018-04-09,4059,6.0,87.3,71.4,-1.5,29.0,0.0
1933,1933,2018-05-09,4507,0.0,94.1,76.4,-1.0,105.0,0.0
1934,1934,2018-06-09,4565,0.0,95.4,74.5,-1.0,159.0,0.0
1935,1935,2018-07-09,5052,0.0,100.4,78.3,-0.2,156.0,0.1
1936,1936,2018-08-09,4807,0.0,98.6,77.6,-1.8,116.0,0.0
1937,1937,2018-09-09,4314,0.0,92.9,71.6,-1.0,96.0,0.0
1938,1938,2018-10-09,4203,0.0,88.0,67.4,-1.6,73.0,0.0
1939,1939,2018-11-09,4669,0.0,98.1,77.0,-0.8,109.0,0.0
1940,1940,2018-12-09,5037,0.0,104.2,81.9,0.4,136.0,0.0
1941,1941,2018-09-13,5064,0.0,107.4,84.2,-0.4,214.0,0.0
1942,1942,2018-09-14,5113,0.0,106.5,85.2,-1.2,204.0,0.0
1943,1943,2018-09-15,5010,0.0,106.9,85.4,-0.9,133.0,0.0
1944,1944,2018-09-16,4856,0.0,103.2,80.6,-0.2,216.0,0.0
1945,1945,2018-09-17,4823,0.0,98.4,74.4,-0.1,252.0,0.0
1946,1946,2018-09-18,5075,0.0,106.1,83.1,-0.8,174.0,0.0
1947,1947,2018-09-19,5075,0.0,107.5,82.9,0.3,255.0,0.1
1948,1948,2018-09-20,5047,0.0,108.6,83.6,-0.2,160.0,0.0
1949,1949,2018-09-21,5143,0.0,108.9,82.5,0.6,221.0,0.0
1950,1950,2018-09-22,4976,0.0,104.2,77.0,-1.1,254.0,0.1
1951,1951,2018-09-23,4253,0.0,91.8,70.3,-1.3,123.0,0.2
1952,1952,2018-09-24,3930,0.0,83.9,63.5,-2.0,61.0,0.0
1953,1953,2018-09-25,4188,0.0,86.0,64.9,-1.9,46.0,0.0
1954,1954,2018-09-26,3965,8.0,81.0,62.9,-1.4,195.0,0.8
1955,1955,2018-09-27,4151,0.0,83.6,65.0,-1.9,40.0,0.0
1956,1956,2018-09-28,4266,0.0,88.4,66.5,-1.5,79.0,0.0
1957,1957,2018-09-29,4398,0.0,93.3,69.2,-0.9,99.0,0.0
1958,1958,2018-09-30,4393,0.0,93.2,68.0,-0.6,197.0,0.0
1959,1959,2018-01-10,4121,0.0,89.1,65.3,-1.1,181.0,0.0
1960,1960,2018-02-10,4513,0.0,94.4,70.0,-1.2,131.0,0.0
